,user,item,actual,predicted
181,531,98,4.0,4.5229807
182,304,8532,5.0,2.976657
183,386,3465,2.5,2.9213672
184,330,7058,4.0,3.2250218
185,183,9262,3.5,2.8270385
186,516,945,2.5,0.8913995
187,218,5719,2.5,3.4139876
188,569,989,4.0,4.5088224
189,356,1796,3.0,3.5166297
190,44,2440,3.0,3.4163742
191,219,6664,4.0,3.144009
192,482,5856,4.5,4.266965
193,152,1182,0.5,0.0
194,209,9629,4.0,1.618563
195,408,919,4.0,4.7815666
196,176,5961,3.0,2.3096037
197,535,326,4.0,2.7686536
198,41,533,2.0,4.10009
199,381,8888,4.0,3.2544959
200,273,6878,2.0,0.0
201,327,5988,2.0,2.3633528
202,533,1485,4.5,3.1264672
203,220,908,5.0,5.0
204,17,508,4.0,4.162321
205,375,956,4.0,1.065921
206,602,3260,5.0,2.7741199
207,168,5213,4.0,4.0950747
208,61,5891,4.0,4.320221
209,554,1055,3.0,3.4789343
210,488,3827,0.5,0.54168487
211,32,809,4.0,4.440297
212,124,5536,3.0,2.0260475
213,210,7355,4.5,3.0094879
214,27,2376,2.5,3.5604434
215,212,4791,4.5,3.8996487
216,65,3018,4.5,3.5481691
217,563,7203,4.0,1.7483909
218,413,1173,2.0,1.9758726
219,19,2028,1.0,0.49030417
220,452,3885,4.0,4.649268
221,524,8001,4.5,1.0841146
222,218,3212,2.5,3.1459928
223,67,136,4.5,2.9958968
224,101,249,4.0,3.422012
225,64,4791,4.0,2.788638
226,216,2248,3.0,2.0823033
227,0,973,5.0,5.0
228,18,1274,1.0,2.7803621
229,0,1474,4.0,4.781234
230,44,2051,4.0,2.3753066
231,607,2504,2.5,2.3593862
232,530,989,5.0,4.018423
233,455,1080,4.0,3.1427088
234,262,398,4.0,4.6994243
235,297,152,3.5,2.7847638
236,499,2006,1.0,4.6732435
237,364,277,4.5,4.462987
238,413,2099,3.0,2.5852358
239,554,1080,3.0,3.439959
240,129,277,5.0,2.3252902
241,433,3553,4.5,2.1232257
242,600,7750,4.5,4.643146
243,595,2334,4.0,1.100481
244,273,1622,4.0,4.642517
245,436,996,5.0,4.702259
246,176,6600,4.0,2.0719953
247,312,2832,3.0,4.0992146
248,595,7195,3.0,2.651956
249,380,1617,3.0,1.6696028
250,436,192,3.0,2.1417017
251,585,5880,4.5,5.0
252,464,2740,4.0,3.8915763
253,273,3239,3.5,2.0178044
254,218,3465,2.5,3.2794805
255,482,4068,1.0,3.3909538
256,306,5805,2.5,2.3470612
257,199,4350,4.0,3.8475912
258,261,235,5.0,1.7845372
259,602,1537,4.0,3.1493278
260,297,8180,2.0,1.4475721
261,306,1173,2.5,0.0882417
262,479,5906,1.0,1.9885708
263,219,3002,4.0,3.7756395
264,92,1935,3.0,2.9893806
265,245,5620,5.0,0.0
266,99,713,4.0,3.572805
267,353,46,4.5,4.033099
268,218,1726,4.5,3.5556405
269,447,2856,2.0,2.0150995
270,378,325,2.0,0.7194153
271,565,418,4.0,3.5191886
272,473,2001,4.0,5.0
273,67,2733,4.0,2.579165
274,535,510,4.0,1.9559295
275,566,7732,1.5,1.9198195
276,75,6631,3.5,1.7695395
277,87,895,5.0,4.962165
278,304,8456,5.0,1.8372017
279,396,929,5.0,4.741036
280,296,134,2.0,3.2694514
281,431,2009,4.5,2.9836888
282,306,6293,4.5,3.7004538
283,473,434,5.0,4.5035405
284,104,2739,3.5,4.373016
285,413,3075,2.0,2.6820626
286,142,6731,4.0,0.4865933
287,353,1575,3.5,2.8600729
288,609,197,4.0,3.4578905
289,46,348,4.5,0.0
290,57,506,5.0,3.24313
291,139,1191,4.0,2.5558329
292,598,3065,2.5,2.84853
293,317,5852,3.0,3.022809
294,294,1136,5.0,2.5739586
295,261,251,4.0,3.4038284
296,379,6847,2.0,1.1691494
297,222,2257,3.5,3.3038497
298,451,3779,5.0,2.6274474
299,245,2019,3.0,3.8782372
300,589,1543,3.5,3.0607443
301,312,1905,5.0,2.5111558
302,198,5993,3.5,2.8529778
303,304,6293,5.0,3.2531285
304,469,546,3.0,4.63203
305,155,900,5.0,5.0
306,386,4544,2.0,1.981815
307,549,7307,4.0,3.0992165
308,324,3778,5.0,4.0846086
309,333,2670,4.0,2.724955
310,609,7928,4.0,3.2003937
311,463,906,3.0,4.4102626
312,413,6449,4.0,3.1144788
313,212,6504,3.5,2.7057922
314,447,2618,4.0,3.1876824
315,586,2037,5.0,4.122599
316,312,3229,3.0,2.530304
317,303,957,5.0,4.4092093
318,408,963,4.0,5.0
319,121,8972,5.0,4.840139
320,128,5751,4.5,0.74854064
321,155,1970,1.0,1.5721196
322,67,2389,3.5,2.4540427
323,557,3765,4.0,1.5643849
324,204,792,2.5,2.28202
325,9,5363,2.5,3.2820072
326,476,4342,4.5,4.7486305
327,379,7571,5.0,3.4964972
328,386,2670,3.0,2.904774
329,437,514,4.0,3.6648095
330,353,4607,4.5,3.526568
331,413,6959,3.5,2.100173
332,609,823,4.0,3.2038178
333,447,8244,2.0,2.2372127
334,528,540,3.0,3.2822366
335,306,220,0.5,1.8379002
336,476,4936,4.0,2.0433943
337,384,590,5.0,2.2103186
338,554,1189,2.0,5.0
339,546,891,4.0,3.3414474
340,19,4230,4.0,0.0
341,317,2065,3.5,3.459797
342,381,8705,3.0,0.016272813
343,595,6780,3.5,3.256763
344,417,920,5.0,2.8535132
345,218,510,4.5,1.0741494
346,49,7195,2.0,1.9231126
347,297,8171,3.0,2.1317763
348,609,9238,5.0,2.0763893
349,476,7306,4.5,3.7087364
350,388,224,5.0,2.4786453
351,589,2391,2.5,2.4430003
352,121,6869,4.5,3.1665199
353,598,363,0.5,1.9092941
354,413,9430,4.0,0.019803448
355,293,1501,1.0,0.624251
356,482,8035,4.5,4.4282155
357,212,6501,4.0,3.3726332
358,367,2466,4.0,1.7770393
359,306,5161,3.0,1.5389037
360,248,2325,3.5,3.3312845
361,602,1960,5.0,2.3536334
362,16,314,5.0,5.0
363,293,1645,3.0,2.611527
364,104,9542,5.0,0.08067936
365,523,607,2.0,2.5224137
366,380,43,2.0,2.8360553
367,139,626,4.0,2.8464086
368,32,1703,2.0,4.6954403
369,163,2709,5.0,2.168103
370,317,8551,3.5,4.098659
371,450,0,5.0,2.3884337
372,216,2117,3.0,1.479261
373,56,375,4.0,4.2961736
374,50,4574,5.0,4.4782166
375,317,9539,2.0,2.3594155
376,356,2144,3.5,4.5856133
377,413,4134,3.5,3.376008
378,260,5724,1.0,3.1103692
379,476,630,3.5,2.0283673
380,598,5339,3.0,2.441094
381,304,9148,5.0,2.1838584
382,407,8911,4.0,3.6787586
383,186,86,3.0,2.9669156
384,287,520,4.0,5.0
385,598,3465,2.5,3.0188842
386,457,514,4.0,5.0
387,554,1850,2.0,0.35956836
388,606,1066,4.0,5.0
389,400,512,3.0,1.9049962
390,19,4228,1.5,0.8253248
391,281,31,4.0,4.683103
392,255,254,5.0,2.7616224
393,79,8024,4.0,0.18203837
394,58,1170,3.0,2.3804884
395,473,906,3.5,4.508933
396,87,3557,4.5,3.5857465
397,314,1423,4.0,2.7663057
398,230,257,4.0,3.5798597
399,176,7669,4.0,2.5901833
400,140,2604,4.0,2.1384263
401,406,793,3.0,2.5157533
402,56,5,3.0,4.415024
403,368,1145,4.5,1.6258531
404,598,6757,2.0,1.9399221
405,248,5927,3.5,2.8940337
406,70,815,3.0,4.0188355
407,559,4112,3.5,3.251875
408,511,1,3.0,2.1941302
409,316,6596,5.0,3.9408762
410,330,7876,4.0,3.662505
411,189,7626,5.0,3.8029668
412,65,800,4.0,3.658828
413,27,134,3.0,2.5632129
414,480,1226,4.0,0.0
415,103,1542,4.0,4.061625
416,413,3607,2.5,0.0
417,316,6298,5.0,2.5887306
418,267,224,4.0,2.764484
419,20,3827,4.0,1.822067
420,296,88,1.0,2.3119907
421,589,921,5.0,4.6761193
422,464,919,5.0,3.3024225
423,128,4786,5.0,2.5107741
424,298,2670,5.0,3.2036672
425,83,1088,4.0,2.4923475
426,238,307,4.5,5.0
427,379,6630,4.0,3.444307
428,116,633,4.0,2.1261058
429,18,287,2.0,3.991969
430,67,507,3.5,3.472348
431,366,709,4.0,2.5048308
432,133,512,5.0,3.1576211
433,317,6513,4.0,3.0531743
434,245,2110,4.0,4.07655
435,273,1660,3.5,2.979228
436,41,1772,5.0,2.6128318
437,248,8396,3.0,2.0590498
438,482,6937,5.0,3.2763896
439,533,7399,4.0,3.6864095
440,221,3633,4.0,2.4552124
441,238,3559,4.5,3.670292
442,500,41,3.0,2.5124454
443,558,527,3.0,2.1599486
444,386,2284,3.5,3.5445175
445,300,334,2.5,4.027007
446,26,2308,4.0,2.711505
447,239,53,4.0,4.645483
448,478,1904,3.0,3.8265429
449,5,80,4.0,2.5876741
450,291,5156,4.0,4.225647
451,481,5354,3.0,3.1583872
452,39,506,4.0,3.7750945
453,65,983,4.0,4.082854
454,602,1721,4.0,3.126772
455,176,2353,3.5,4.198658
456,554,695,5.0,3.9109485
457,90,2895,2.0,0.9554984
458,404,1733,3.5,4.6452084
459,468,927,5.0,3.2389922
460,598,1202,2.0,1.9588705
461,287,1483,3.0,3.6347756
462,605,966,4.0,2.8455465
463,273,3543,3.5,3.0121555
464,221,385,3.5,2.3219557
465,571,1266,3.0,3.1760235
466,195,3849,4.0,2.8436809
467,303,1318,4.0,2.4399278
468,306,2941,4.0,3.029706
469,63,3133,3.5,3.3354442
470,413,2706,3.0,3.9526162
471,155,2380,4.0,3.5551288
472,483,3981,2.0,4.48984
473,598,220,2.0,1.2332158
474,368,2284,4.0,3.8462558
475,65,1314,4.0,3.2693474
476,413,386,2.0,2.7498333
477,56,275,3.0,3.5385761
478,598,6729,2.5,2.6514711
479,112,857,4.0,1.991153
480,366,3189,5.0,3.9868455
481,280,5955,4.0,2.0135884
482,291,910,4.0,5.0
483,361,1629,4.5,3.173317
484,62,3554,3.5,1.4971378
485,325,3970,4.5,3.6936433
486,364,8456,3.0,1.1535251
487,168,1525,4.5,3.9342752
488,67,1584,3.5,3.4180174
489,482,326,4.0,3.6787105
490,281,4159,4.0,4.7019243
491,46,3619,3.0,2.2336984
492,355,2877,5.0,3.2004528
493,324,1163,2.0,1.9593897
494,118,6513,4.5,4.20166
495,297,7354,2.5,2.003158
496,473,834,2.5,3.389851
497,0,782,5.0,2.9597502
498,49,3173,3.5,0.0
499,525,1753,4.0,3.1116886
500,461,4811,3.5,0.0
501,225,4634,4.0,0.0
502,386,3609,3.5,4.420658
503,386,6178,3.0,1.9394045
504,90,1644,3.5,2.894531
505,306,950,3.0,2.142321
506,386,4420,3.5,3.0240138
507,3,897,5.0,5.0
508,5,431,3.0,4.011762
509,463,793,5.0,3.3452585
510,42,320,5.0,4.926744
511,176,3868,5.0,3.2732217
512,473,2559,3.5,4.3015666
513,607,4300,4.0,2.242949
514,551,2099,3.0,2.2100015
515,515,3198,4.0,2.6747282
516,607,3490,4.5,2.4272752
517,274,577,4.0,3.3076482
518,194,1321,4.0,5.0
519,533,7539,5.0,2.3513875
520,317,2353,3.0,3.6749873
521,513,3826,4.5,3.9768748
522,282,1231,2.0,3.1935246
523,479,3700,3.0,2.828711
524,482,1062,2.0,1.7345393
525,216,1477,2.0,2.3759732
526,229,1034,1.0,1.779008
527,297,7010,2.0,0.0
528,413,2604,4.0,3.5944893
529,14,7102,4.0,2.0571742
530,330,6596,5.0,5.0
531,600,6329,4.0,3.3219867
532,411,135,4.0,3.556571
533,283,202,4.0,2.684301
534,516,1599,2.0,1.5420526
535,141,243,4.0,3.0937943
536,413,1863,5.0,3.8515573
537,181,444,3.5,4.410654
538,572,6993,5.0,3.7651153
539,560,546,3.0,3.3745074
540,287,797,3.0,3.5791721
541,560,5938,4.0,3.9722161
542,598,7266,2.5,2.568271
543,287,2498,3.0,2.50333
544,303,263,3.0,3.1909318
545,232,5901,3.5,4.5027547
546,437,1397,3.0,3.9093122
547,158,6335,2.0,1.4032544
548,62,7577,3.0,2.9066525
549,560,1182,3.0,2.8507023
550,9,7449,5.0,2.609928
551,511,253,3.0,3.184884
552,551,18,3.5,2.0803037
553,413,3846,2.0,2.7222395
554,584,6993,5.0,4.24043
555,102,7647,3.5,3.8288093
556,306,3086,3.0,2.4323654
557,23,8420,3.5,2.4751658
558,0,1515,4.0,3.793767
559,220,4007,5.0,2.950575
560,602,3269,5.0,0.0
561,153,835,5.0,4.7522798
562,598,3713,1.5,1.7414607
563,62,2692,1.0,2.325215
564,364,6800,5.0,2.7451553
565,379,125,1.0,0.8639231
566,41,46,5.0,3.8321872
567,589,963,4.0,3.6874318
568,63,1733,4.0,3.9024887
569,253,5999,4.0,3.8030663
570,413,3778,4.0,4.19999
571,20,7206,3.0,0.9948954
572,200,507,5.0,5.0
573,461,6011,4.5,3.461005
574,287,32,4.0,3.3301618
575,473,6304,4.0,3.507907
576,389,6011,2.5,3.8870065
577,143,314,4.0,2.901692
578,523,910,3.0,4.9572964
579,27,5568,3.0,0.19679981
580,510,9374,4.0,3.385425
581,607,1157,4.0,4.223849
582,567,120,3.0,4.006306
583,90,302,3.0,1.57329
584,479,6341,4.5,2.7672043
585,287,2401,3.5,2.9645605
586,219,4926,4.0,3.4432147
587,410,443,5.0,3.4842236
588,598,8893,3.5,3.2970862
589,221,6709,2.0,0.64852965
590,116,1,3.0,3.0680728
591,341,190,5.0,3.040926
592,83,744,3.0,3.6034474
593,450,84,4.0,2.053494
594,447,5722,3.0,3.00959
595,155,4163,3.5,2.4515924
596,185,2804,4.0,3.6176984
597,274,3312,4.0,3.4661098
598,491,33,4.0,2.6216826
599,139,2718,4.0,3.4900608
600,104,8234,4.0,3.0435615
601,446,334,3.0,3.1579947
602,342,5955,5.0,2.7968416
603,367,1931,2.0,1.7364134
604,273,6730,3.5,3.2033987
605,38,1157,2.0,3.6201525
606,317,8630,4.5,3.2551599
607,18,434,3.0,3.3934639
608,350,5217,4.0,3.063098
609,413,6464,4.0,4.720414
610,598,1305,2.0,2.2751162
611,99,2030,3.5,3.2340336
612,176,5190,4.5,2.6132717
613,479,3719,2.0,2.813232
614,560,1134,3.0,2.018478
615,476,1428,4.0,4.081678
616,62,4421,4.0,4.194865
617,18,1204,2.0,2.0512214
618,413,336,2.0,2.7222297
619,58,2585,4.0,3.6206856
620,80,398,4.0,3.1917045
621,17,6726,4.0,3.5275147
622,596,1458,5.0,4.461082
623,18,1649,3.0,2.9544291
624,585,2077,3.0,2.1934142
625,598,6405,3.0,4.7877727
626,167,2511,4.5,4.373351
627,386,2248,3.5,0.8665123
628,596,890,4.0,5.0
629,576,1497,4.0,3.7796202
630,563,8327,4.0,1.7404231
631,104,7961,4.0,3.5215063
632,42,507,5.0,3.600455
633,338,2144,5.0,4.050837
634,516,4421,2.5,3.0755453
635,508,4930,2.5,2.624158
636,451,1186,5.0,5.0
637,513,2077,4.0,3.8776498
638,461,2274,2.0,3.280222
639,473,1030,4.5,3.4779677
640,351,1319,4.0,2.012781
641,355,1260,3.0,2.489933
642,386,1600,3.0,2.9174433
643,88,9492,4.0,0.0
644,274,994,4.0,4.5540905
645,489,7338,4.0,3.6841447
646,560,1034,3.5,2.8296368
647,273,1374,4.0,3.8602967
648,44,3849,5.0,4.1676545
649,140,6693,5.0,5.0
650,232,8217,2.0,2.3971715
651,609,4522,5.0,3.9034247
652,372,313,1.0,0.6325841
653,253,6319,3.5,0.0
654,267,908,5.0,4.9412575
655,598,2453,1.5,1.014624
656,381,8575,3.5,1.0808613
657,607,5363,4.0,3.928153
658,598,1471,3.5,2.8091073
659,304,4131,5.0,5.0
660,27,3560,2.5,3.3341303
661,157,6955,4.0,0.0
662,466,1502,4.0,3.2840996
663,596,1415,4.0,0.8091414
664,473,4365,3.5,0.0
665,427,1575,3.0,1.8023989
666,598,6803,2.0,0.09092845
667,330,2998,2.0,1.9008175
668,305,7195,3.5,3.87393
669,607,1210,3.0,3.806175
670,72,2729,4.5,3.4961152
671,489,6567,2.5,0.8401189
672,433,956,5.0,5.0
673,136,3609,2.5,3.2743983
674,50,1527,3.5,3.8044305
675,63,2189,4.5,2.9686618
676,584,4842,2.5,3.8896797
677,609,4789,3.0,2.8152432
678,404,909,3.5,4.3673334
679,278,793,5.0,4.6057854
680,479,334,3.5,5.0
681,265,855,4.0,2.9058177
682,27,2992,3.5,0.7195803
683,367,1971,2.0,1.5652325
684,293,1,3.0,1.9204617
685,225,2832,3.5,2.650229
686,90,1260,4.0,3.695297
687,353,3152,3.5,3.2692604
688,159,3409,0.5,1.8712859
689,573,378,4.0,2.827047
690,451,1073,5.0,5.0
691,386,2325,3.0,0.79205215
692,473,514,4.0,4.0047493
693,104,9522,5.0,0.0
694,312,3884,4.0,1.7392604
695,603,153,4.0,2.6704097
696,508,483,4.0,4.4699697
697,104,8272,4.5,5.0
698,62,8668,4.0,3.0047293
699,313,47,3.0,3.0077925
700,67,8457,4.5,4.4761257
701,598,3873,2.0,2.2351246
702,605,972,4.0,3.8351521
703,461,8256,4.0,2.389481
704,606,2137,3.0,2.9687986
705,139,1079,4.0,0.98274934
706,602,2819,4.0,2.9492307
707,351,4604,4.5,2.5361385
708,56,676,3.0,2.822404
709,60,914,4.5,4.2553196
710,118,6298,4.0,3.514422
711,378,134,4.0,3.6183875
712,447,8248,2.5,3.0769649
713,403,277,4.0,3.2627969
714,81,2962,3.0,0.72372985
715,134,1528,5.0,2.7209845
716,306,4092,2.0,1.1666389
717,413,6693,4.0,5.0
718,219,694,5.0,3.9573517
719,183,8435,4.5,2.2539945
720,540,484,3.0,3.1460118
721,413,6237,2.0,2.9186308
722,41,921,5.0,4.1087074
723,248,1149,2.5,3.0766149
724,274,4155,4.0,3.853115
725,67,8677,3.5,4.182353
726,310,404,1.0,1.5705848
727,273,6388,3.5,4.2186084
728,609,6948,4.0,4.5768113
729,210,7137,4.0,4.1335754
730,579,1985,3.0,2.9829102
731,554,3043,2.0,0.0
732,392,7758,0.5,2.3309903
733,488,577,1.5,3.171758
734,367,456,3.0,1.0771866
735,273,1733,4.5,5.0
736,601,325,5.0,3.6434767
737,27,6153,3.0,2.5439088
738,595,9680,4.0,0.04816478
739,317,7128,4.0,3.5940413
740,521,4131,2.5,2.989661
741,287,2151,3.0,2.4619803
742,572,4355,4.0,2.7900267
743,492,5,4.0,4.4116955
744,197,705,5.0,3.5472445
745,19,629,2.5,3.4781308
746,143,383,3.0,3.2505906
747,176,1710,4.0,2.3490725
748,81,3152,2.5,3.0622497
749,605,170,3.0,0.0
750,185,2806,3.0,4.009281
751,386,4772,4.0,0.0
752,550,334,4.0,2.9606209
753,293,205,3.0,2.2373748
754,175,287,5.0,4.3850856
755,238,1916,5.0,5.0
756,605,8021,3.0,2.2215946
757,122,8420,4.5,3.8690746
758,378,322,3.0,3.1321445
759,131,1946,3.5,2.6073117
760,526,396,4.0,2.7438474
761,18,1511,4.0,1.2882926
762,335,944,4.5,4.070758
763,511,472,3.0,3.6514926
764,197,1468,2.0,2.4348311
765,18,1401,3.0,2.7043421
766,289,474,3.0,3.433209
767,415,461,3.5,2.3001032
768,274,929,5.0,4.4525967
769,316,6153,2.0,4.1006823
770,379,6426,3.0,1.2405775
771,274,4122,5.0,2.099564
772,486,4791,4.0,2.9083452
773,306,2224,4.0,2.872208
774,300,395,4.0,3.440184
775,248,909,4.5,3.7300148
776,473,693,3.5,3.8911555
777,186,3948,4.0,2.6881084
778,83,90,1.0,1.5761651
779,347,602,4.5,5.0
780,128,4791,4.5,3.8895216
781,110,3162,2.0,1.8362122
782,413,7179,4.0,2.1185827
783,559,5377,4.0,3.0290399
784,589,6241,3.5,2.4608617
785,293,2535,3.0,2.918518
786,176,549,2.5,3.439235
787,473,5095,3.0,3.6066227
788,476,6294,4.0,4.6597795
789,508,3557,4.0,2.7068324
790,147,4791,3.0,3.2920094
791,437,5767,1.0,3.1389742
792,582,2015,3.0,1.9977992
793,423,5597,3.5,1.3179226
794,62,3002,3.0,2.8936734
795,447,7717,2.5,0.10201526
796,488,444,3.5,3.8394277
797,413,3431,4.0,4.1092906
798,473,3483,3.0,0.0
799,524,8551,4.0,3.0615015
800,539,4021,2.5,2.2619944
801,379,6471,3.0,3.895942
802,49,5901,2.5,1.9314461
803,280,618,2.5,0.923828
804,387,8182,5.0,3.567525
805,508,1521,2.5,3.588769
806,14,8680,1.0,4.4502854
807,413,2534,4.0,4.037049
808,159,4420,3.0,1.5660763
809,473,4127,3.5,2.8007345
810,478,2765,3.0,2.2150452
811,472,4054,3.5,2.0174527
812,598,7675,3.0,3.2398887
813,23,898,4.0,3.2294044
814,297,9268,2.0,2.7020442
815,248,3228,3.5,2.1559377
816,521,7043,2.5,2.501782
817,595,989,3.5,2.7002285
818,181,4630,3.5,2.3757973
819,576,1767,3.0,4.051933
820,437,5966,4.0,1.6097888
821,447,822,4.0,2.7773583
822,183,5955,2.5,2.847308
823,437,5368,4.0,2.9887552
824,279,6389,4.0,1.7829468
825,437,6192,0.5,3.3450522
826,168,986,4.0,4.0183473
827,41,3223,4.0,0.9396698
828,159,1673,1.0,1.4619882
829,267,43,3.0,5.0
830,121,6539,5.0,5.0
831,437,4786,4.5,3.910808
832,447,8160,1.5,0.20723131
833,273,701,3.5,4.2726965
834,473,1758,4.5,1.1460483
835,44,6397,4.5,3.820987
836,355,3229,3.5,2.142621
837,115,2102,3.0,3.0838478
838,433,505,3.0,0.80929196
839,270,2759,3.0,1.9116968
840,231,6302,2.5,0.0
841,598,7593,3.0,2.8371084
842,607,2964,2.5,2.331134
843,248,3241,3.0,3.2462878
844,176,6195,3.0,3.1889122
845,516,6293,0.5,0.0
846,491,620,5.0,3.7163467
847,306,5632,0.5,0.6703552
848,67,486,2.0,1.6359378
849,479,5696,3.5,2.228376
850,472,5724,4.5,2.6444352
851,6,5907,1.0,0.9406532
852,585,815,4.5,4.046625
853,605,5507,4.0,0.0
854,287,5291,2.5,4.1244564
