,user,item,actual,predicted
70,220,1217,5.0,5.001701
71,231,5790,3.0,3.0327537
72,599,1527,4.0,4.103199
73,423,507,2.0,1.9945807
74,148,145,2.0,2.0216994
75,187,1160,4.0,4.12936
76,304,8663,2.0,1.9763248
77,128,1796,4.0,4.0252557
78,181,1525,4.5,4.544379
79,566,8956,3.0,3.050764
80,287,1698,2.0,2.21339
81,27,899,2.5,2.5625708
82,372,329,3.0,2.9774559
83,426,486,4.5,4.429891
84,589,2512,3.5,3.5231664
85,251,7723,4.5,4.4565444
86,77,2843,3.0,3.088162
87,463,6826,3.0,2.9987693
88,378,314,5.0,5.052406
89,273,7399,3.5,3.5809708
90,108,324,3.0,2.9748325
91,331,3136,5.0,4.9880285
92,317,8251,4.0,3.819066
93,447,2824,2.0,2.0171273
94,104,685,4.0,4.071582
95,609,7620,3.5,3.4978232
96,159,40,3.0,3.1056883
97,468,46,4.0,3.9508805
98,119,549,3.0,3.0821183
99,176,622,0.5,0.50677514
100,607,153,0.5,0.46955138
101,433,4354,4.0,3.9923964
102,560,7751,2.5,2.5512655
103,436,84,1.0,1.0344124
104,159,1216,1.0,1.1836642
105,604,6845,3.5,3.6172154
106,265,1080,2.0,1.9806429
107,571,2313,5.0,4.8514605
108,524,7637,2.5,2.4842646
109,379,9586,4.0,3.9123616
110,253,546,3.5,3.5277529
111,316,4170,3.0,2.9620647
112,155,520,5.0,4.956911
113,609,8470,3.5,3.3397734
114,248,2042,2.5,2.479453
115,233,144,2.0,1.8774889
116,287,2627,3.0,3.069093
117,602,2085,2.0,1.9806023
118,155,2543,4.5,4.4953256
119,148,1345,3.0,2.918178
120,274,201,5.0,5.074648
121,155,862,5.0,5.0030794
122,49,9144,3.0,2.9848928
123,252,520,5.0,5.011454
124,128,4926,4.0,3.9603624
125,424,1182,3.5,3.4707475
126,291,6059,4.0,3.9153821
127,63,4013,3.0,2.9231317
128,366,2474,3.0,2.9158897
129,593,4497,4.5,4.367056
130,476,3844,3.0,3.0492094
131,67,4842,2.5,2.5585518
132,110,7159,5.0,5.0161834
133,231,5371,4.0,4.0195456
134,598,4702,4.0,3.9764023
135,413,1780,1.0,1.0029249
136,312,1223,5.0,4.9716606
137,89,1085,5.0,5.023501
138,527,4354,2.0,2.0300932
139,221,5212,4.0,3.9695976
140,342,6621,4.5,4.4530234
141,351,1382,3.0,2.9971626
142,473,2551,2.5,2.4565377
143,225,1483,3.5,3.5734446
144,121,7289,4.0,3.9544814
145,607,3429,0.5,0.51843303
146,18,983,5.0,4.9973383
147,379,6436,4.0,3.9737675
148,390,1182,2.0,2.0282671
149,489,6134,3.5,3.5959883
150,413,1133,4.0,4.1427746
151,338,474,5.0,5.032198
152,558,113,3.0,3.0245223
153,159,509,4.0,4.016415
154,134,1230,4.0,3.9494414
155,62,980,4.0,4.003079
156,181,1484,5.0,5.0080957
157,252,3128,4.5,4.704397
158,305,8021,3.0,2.9440846
159,562,6583,3.5,3.4606483
160,403,33,3.0,2.9852197
161,605,4790,4.5,4.461697
162,381,929,5.0,4.9658833
163,5,469,3.0,3.0146031
164,191,9,5.0,5.2613773
165,220,4593,4.0,3.964187
166,609,278,3.5,3.509876
167,321,3617,4.5,4.4591427
168,124,7971,4.5,4.447163
169,483,6870,4.0,3.9536216
170,181,3153,2.5,2.4840198
171,20,7261,2.5,2.4655635
172,345,4130,3.0,2.9230745
173,382,1796,5.0,5.079865
174,589,1542,4.5,4.5088177
175,609,3915,2.0,2.0068161
176,248,4270,4.0,4.0473647
177,0,1125,4.0,3.5946379
178,602,906,5.0,4.9736156
179,392,8794,4.0,4.0060825
180,273,349,2.0,1.9567875
181,524,253,3.5,3.516118
182,598,899,3.5,3.5368445
183,384,596,4.0,4.021224
184,65,2078,4.0,4.053594
185,306,3070,1.5,1.3974525
186,533,3167,4.0,4.0562496
187,297,5966,2.5,2.5409567
188,40,7101,4.0,4.0054317
189,598,356,3.0,2.994973
190,479,6202,2.5,2.560727
191,524,7987,4.0,4.0140076
192,598,4681,2.0,1.8817608
193,297,8377,3.0,3.0169737
194,224,983,4.0,3.8673515
195,94,938,5.0,5.046308
196,598,1304,2.5,2.5168931
197,473,4519,3.5,3.5005374
198,572,1802,4.5,4.520451
199,238,1686,5.0,4.968722
200,575,923,4.0,3.8980193
201,516,7647,2.5,2.5348933
202,273,1913,3.0,3.021083
203,218,3563,3.5,3.5208848
204,308,733,4.0,4.053636
205,602,911,5.0,5.0056677
206,569,224,3.5,3.5009742
207,345,2035,4.0,3.9913318
208,65,4551,4.0,4.0228148
209,27,6999,3.5,3.5031044
210,176,46,4.0,3.9769034
211,94,2868,3.0,3.0377414
212,561,3563,4.5,4.444528
213,371,1060,4.0,3.9038043
214,287,1804,3.0,3.0328007
215,508,1176,4.0,3.934225
216,329,4159,3.5,3.4855838
217,481,901,4.5,4.5485697
218,476,6743,4.0,3.9906425
219,322,8415,4.0,4.1106634
220,386,1274,3.0,2.9616768
221,176,8584,3.5,3.6357267
222,384,956,4.0,4.011653
223,379,3086,3.0,3.0095186
224,324,4098,4.0,3.8982139
225,273,1333,3.5,3.4460745
226,352,379,2.0,1.9928886
227,447,9044,3.0,2.9664843
228,6,2670,1.5,1.4597946
229,509,1372,0.5,0.53492236
230,355,3623,4.0,4.0916166
231,333,3880,3.0,3.047446
232,212,6227,4.0,4.0038724
233,30,9,4.0,4.038489
234,121,8181,4.0,3.9452615
235,274,2508,5.0,5.060945
236,134,116,4.0,3.9622476
237,178,395,4.0,4.0046334
238,521,1598,1.5,1.4927976
239,492,1180,4.0,3.8577328
240,424,1733,4.0,4.023016
241,63,835,4.5,4.441569
242,273,1857,1.5,1.5820272
243,168,3867,4.5,4.4362144
244,209,9410,4.0,4.012836
245,155,1441,4.0,3.999138
246,609,2290,4.5,4.593113
247,413,2877,4.0,4.0139985
248,248,7035,3.5,3.5091367
249,215,2512,4.0,4.062551
250,559,5291,3.0,2.9643924
251,468,2277,5.0,5.0846987
252,299,6294,5.0,4.9819584
253,219,334,3.5,3.4892416
254,63,2102,4.0,3.972609
255,134,3401,5.0,5.1186504
256,317,4821,4.0,3.9886055
257,102,2739,5.0,4.974718
258,60,46,4.5,4.595037
259,159,208,2.0,1.9858375
260,599,1507,2.0,1.9767244
261,447,4223,1.5,1.5248661
262,102,3189,3.5,3.4892929
263,605,1854,4.0,3.9800246
264,386,1250,3.0,3.0436206
265,139,594,3.0,3.041879
266,130,474,4.0,4.0093207
267,447,2632,1.0,1.0512314
268,598,5649,0.5,0.44067162
269,589,694,5.0,4.974747
270,219,176,0.5,0.5102635
271,211,8186,2.5,2.487682
272,78,915,4.0,3.9738636
273,473,4346,4.0,3.8997757
274,41,1978,3.0,3.002319
275,447,2709,4.5,4.487314
276,232,827,2.5,2.5766156
277,483,483,4.0,3.9759173
278,107,124,2.0,2.0297253
279,56,2821,1.0,0.9346086
280,18,1913,2.0,2.0537145
281,605,4207,4.0,4.1856246
282,562,826,4.0,4.0275116
283,176,3002,3.0,2.9990804
284,413,4561,4.0,4.0519843
285,447,5987,2.0,2.0351768
286,555,4541,4.0,4.00813
287,586,533,5.0,4.9720435
288,447,4492,2.5,2.4380953
289,304,6037,3.0,2.9525254
290,270,800,2.5,2.5474644
291,18,956,2.0,2.0667005
292,330,3563,3.0,3.0739582
293,489,7399,3.0,3.033307
294,77,7013,2.0,2.017379
295,343,2941,0.5,0.413886
296,447,455,3.0,3.0081728
297,524,3617,4.5,4.486913
298,143,4007,3.5,3.5504131
299,366,899,5.0,4.9673247
300,554,913,5.0,4.977684
301,596,1130,2.0,2.0835183
302,176,687,4.0,4.190224
303,270,849,4.0,4.0229397
304,56,1130,3.0,3.0886266
305,368,463,2.5,2.6472793
306,220,905,3.5,3.485312
307,27,6069,4.5,4.5676003
308,219,2246,4.0,4.0218897
309,81,4615,3.5,3.541543
310,225,483,3.5,3.5151315
311,429,4328,4.0,3.9580395
312,52,2014,5.0,4.9422755
313,181,4978,3.5,3.5517983
314,221,4566,1.5,1.4580672
315,293,2293,2.0,2.1039546
316,433,906,4.5,4.505001
317,578,1794,3.0,3.047844
318,216,1986,4.0,3.962193
319,18,1571,3.0,2.95934
320,231,4616,4.0,4.0373755
321,380,6471,4.0,3.9378757
322,559,9144,4.5,4.474301
323,533,7848,2.0,1.9651358
324,73,6595,3.5,3.5134292
325,609,5901,4.0,3.9848254
326,439,465,3.0,3.0565019
327,211,7792,4.0,4.026259
328,27,1527,1.5,1.4885182
329,18,1338,1.0,1.002012
330,297,6897,2.5,2.5139773
331,221,2544,2.5,2.5013342
332,382,996,4.0,4.0596623
333,218,4422,1.5,1.4657111
334,353,3609,3.5,3.5758586
335,431,2941,5.0,5.0399036
336,325,4646,4.0,3.8757653
337,473,913,3.5,3.5064015
338,248,6667,4.0,3.9884956
339,605,5732,3.5,3.296862
340,198,3849,4.0,3.9633856
341,598,3355,2.0,1.9275132
342,135,192,4.0,3.9775302
343,413,1322,4.0,3.978094
344,155,2670,3.5,3.4582632
345,431,0,2.5,2.532482
346,13,333,4.0,3.951979
347,579,4884,2.0,2.1044476
348,554,2766,3.0,2.9212186
349,563,1004,5.0,5.055149
350,585,1235,3.5,3.4092855
351,273,5762,4.0,3.9827337
352,102,3086,3.5,3.5016606
353,306,5324,5.0,5.029131
354,436,164,4.0,3.9875634
355,214,1149,2.0,1.9298093
356,331,123,3.5,3.5513718
357,609,6519,3.5,3.5789294
358,490,5213,5.0,5.111778
359,513,2762,2.0,2.0437505
360,598,4760,3.0,2.9697187
361,124,6708,2.0,2.0123527
362,606,2979,2.0,1.9862111
363,152,1779,0.5,0.6385252
364,437,2965,3.0,2.9808693
365,473,1485,2.0,2.018101
366,513,9444,2.5,2.4860158
367,245,107,5.0,5.327078
368,300,43,4.5,4.476357
369,572,2982,4.0,4.0282784
370,513,1549,4.0,3.9930956
371,143,3826,3.0,2.9246318
372,212,6499,3.0,3.0290868
373,51,7832,5.0,5.2338524
374,558,52,4.0,3.9322314
375,293,778,4.0,4.010921
376,197,509,3.0,2.9992006
377,605,5118,4.0,4.182222
378,379,3609,3.0,2.9984674
379,287,6593,3.0,2.978172
380,306,229,3.5,3.497609
381,384,1001,4.0,4.012923
382,469,156,3.0,3.0483143
383,234,461,5.0,4.979725
384,35,1486,2.0,1.9901681
385,140,3136,3.0,3.0131223
386,586,202,5.0,4.9445605
387,227,2247,3.5,3.4227297
388,579,5200,0.5,0.53976786
389,497,546,5.0,5.181224
390,533,1705,4.0,4.017573
391,452,963,5.0,4.978197
392,595,8663,5.0,5.011471
393,494,659,4.5,4.4878664
394,41,1266,3.0,3.0300884
395,515,418,4.0,4.030394
396,473,5971,3.5,3.776661
397,72,8405,1.5,1.4097297
398,218,4426,4.0,3.9702187
399,129,126,4.0,3.9794264
400,595,9467,3.5,3.455715
401,274,384,4.0,4.013279
402,413,3867,4.0,3.9964387
403,166,3645,4.5,4.54827
404,67,533,3.5,3.5318494
405,436,509,3.0,3.1493244
406,219,2019,4.5,4.4542365
407,579,6262,1.0,0.98514545
408,571,895,5.0,4.998936
409,411,1663,4.0,3.9970863
410,216,776,2.0,1.9883155
411,515,2300,3.0,2.933341
412,18,291,2.0,2.0520854
413,607,3849,4.5,4.494747
414,595,2194,3.0,3.133298
415,413,6199,2.5,2.4939408
416,273,2038,3.0,3.0231817
417,232,4421,3.0,3.0002246
418,356,622,3.0,2.9895265
419,364,291,3.0,2.9207487
420,109,692,4.5,4.518056
421,410,55,5.0,4.9945264
422,15,899,3.5,3.5475063
423,121,4007,4.5,4.5311904
424,488,696,5.0,5.0459924
425,489,6239,3.5,3.4879165
426,289,2173,4.0,3.9606225
427,364,7629,2.5,2.4687667
428,431,322,5.0,5.0040107
429,303,636,2.0,1.7798371
430,225,2144,4.0,4.0551076
431,437,5802,3.0,2.9603822
432,274,2072,4.0,4.0274467
433,147,8433,2.5,2.4335442
434,63,1312,4.0,4.092036
435,95,2306,5.0,4.894325
436,104,2144,5.0,5.026976
437,90,412,3.5,3.4577878
438,488,7449,4.0,4.0220337
439,596,1486,3.0,3.0962303
440,464,1223,4.0,3.9137146
441,156,1437,4.0,3.9236703
442,189,3282,3.5,3.481169
443,473,1662,3.5,3.5142283
444,598,9369,2.5,2.542512
445,380,4360,4.0,3.9583666
446,588,878,1.0,0.9757546
447,508,302,4.0,3.9934745
448,67,994,3.0,3.0115252
449,423,1198,3.5,3.484349
450,116,506,4.0,3.9397142
451,444,819,5.0,4.9887285
452,447,1521,4.0,3.9691834
453,431,2670,4.5,4.489559
454,562,6041,4.0,4.0482826
455,152,3635,3.5,3.557499
456,121,7428,3.5,3.4961605
457,248,7680,3.5,3.465674
458,605,5798,3.5,3.8746405
459,6,3189,4.0,3.974765
460,20,7902,3.5,3.4854856
461,599,3260,4.0,3.9363341
462,569,398,4.0,3.905867
463,297,902,4.0,4.013301
464,167,913,5.0,4.988333
465,353,6504,4.5,4.467456
466,595,1370,2.5,2.4990761
467,413,2962,4.0,3.9630177
468,487,853,4.0,3.9645061
469,18,1961,2.0,2.06249
470,192,8008,4.0,3.9517493
471,222,6693,4.5,4.5379853
472,351,7750,4.0,3.945961
473,287,4310,3.5,3.5974636
474,156,2453,2.0,1.9908445
475,379,9573,3.0,2.9906087
476,311,938,4.0,4.02567
477,220,912,5.0,4.9957347
478,291,2690,3.0,3.1234508
479,566,8234,1.5,1.46249
480,386,598,1.5,1.5109881
481,273,3347,3.0,2.9767997
482,315,302,4.5,4.485504
483,41,1257,5.0,4.9846883
484,90,2439,2.5,2.4253886
485,201,2246,3.0,3.0018756
486,103,719,3.0,3.033415
487,413,6011,3.5,3.499812
488,595,8388,2.5,2.509806
489,291,7747,3.5,3.5654764
490,572,8407,5.0,4.982876
491,108,427,3.0,2.9723675
492,273,3227,2.5,2.4460797
493,390,2192,4.0,3.9956574
494,413,3457,3.0,3.0102897
495,118,2028,3.0,3.0065808
496,175,422,3.0,2.9944694
497,220,2373,5.0,4.9894753
498,65,5259,5.0,4.986959
499,61,8554,4.0,4.0032206
500,413,104,3.0,3.188663
501,164,4098,3.0,2.9458406
502,598,7154,3.0,3.0310364
503,5,508,5.0,4.9661756
504,104,6886,4.0,4.005735
505,104,3979,4.0,4.0222664
506,255,3979,0.5,0.5246074
507,562,4910,3.0,3.0282426
508,447,4957,2.5,2.507264
509,604,3979,3.0,3.1155057
510,306,4534,1.5,1.522673
511,155,726,3.0,3.008203
512,338,8523,4.0,3.9473372
513,473,3191,3.5,3.5323634
514,110,2393,4.0,3.8912413
515,409,2729,4.0,4.0119042
516,607,1904,3.5,3.5515673
517,413,2485,2.0,2.0354195
518,254,3306,3.0,3.2392998
519,551,1576,1.5,1.4973388
520,598,1478,3.5,3.453522
521,238,176,2.5,2.547473
522,19,2475,3.0,2.9809694
523,413,1488,3.0,3.0060298
524,598,4411,2.0,2.021919
525,605,1562,3.5,3.4693975
526,606,1990,3.0,2.9873414
527,447,4764,2.0,2.0175557
528,18,2843,3.0,3.1127572
529,267,831,1.0,1.1272538
530,94,2109,5.0,5.0428276
531,380,6530,3.0,2.9333668
532,56,2708,2.0,2.052348
533,338,5922,3.5,3.497911
534,476,7001,4.5,4.486112
535,489,7680,4.0,3.909844
536,150,1084,4.0,4.004286
537,386,1777,3.5,3.4093523
538,139,4793,3.0,2.8688428
539,273,1073,3.5,3.499653
540,329,938,2.5,2.6551328
541,605,2447,3.5,3.459032
542,16,828,4.5,4.529455
543,248,7377,4.0,4.0245533
544,607,511,2.5,2.4902897
545,46,8448,5.0,4.993145
546,427,1988,0.5,0.50451154
547,607,1844,3.0,3.0230908
548,163,835,5.0,4.9478483
549,353,4939,3.0,2.988878
550,14,1486,4.0,3.9911618
551,483,6520,5.0,4.951249
552,297,7392,2.0,2.0242627
553,37,510,3.0,3.0505097
554,591,511,3.0,3.0232372
555,49,4121,3.5,3.5538292
556,40,6227,4.0,3.9290557
557,585,6939,4.5,4.5693827
558,312,1691,4.0,3.9888704
559,384,913,5.0,5.0005083
560,168,1153,4.0,4.058923
561,599,3450,2.0,1.9158604
562,73,909,4.0,3.96359
563,585,7285,5.0,4.9914284
564,533,7902,1.5,1.554292
565,559,1627,4.5,4.402818
566,13,229,5.0,4.9510655
567,272,0,5.0,4.9586306
568,159,2262,1.0,1.0595145
569,513,1023,1.0,0.9341544
570,499,1128,4.0,4.040922
571,248,6469,3.0,3.0214095
572,607,4633,4.0,3.9921212
573,49,3250,3.5,3.491428
574,135,235,3.0,2.9869921
575,521,1055,4.0,3.922375
576,413,4903,3.0,2.919683
577,592,5439,3.5,3.9517772
578,166,2832,5.0,5.0232553
579,181,1103,3.5,3.4162343
580,201,2572,2.0,1.9108002
581,176,6906,3.5,3.5288384
582,83,828,4.0,4.060514
583,73,2941,5.0,4.963722
584,508,3869,3.0,2.9384694
585,96,3239,4.0,3.888217
586,101,395,4.0,4.0112166
587,265,1393,4.0,4.0908976
588,338,914,4.0,4.0391665
589,598,438,2.0,2.0316403
590,524,1266,4.5,4.534213
591,232,1938,4.5,4.493288
592,609,4362,3.5,3.4126027
593,598,6358,2.0,2.0116324
594,185,1562,4.0,3.9782457
595,297,3553,3.0,2.9183543
596,413,1492,4.0,4.018647
597,343,8407,5.0,4.973078
598,248,6913,3.5,3.5624948
599,494,4799,4.5,4.5048842
600,179,224,4.5,4.4264
601,228,20,4.0,4.0005407
602,544,965,5.0,5.0937085
603,221,7987,4.5,4.4669185
604,244,891,4.0,3.977352
605,238,3047,3.5,3.5233757
606,598,9467,2.5,2.3945138
607,139,4640,5.0,4.9508734
608,287,5150,3.5,3.5608704
609,595,8285,3.5,3.4502976
610,304,3880,3.0,3.0016346
611,41,620,3.0,2.97151
612,598,2822,3.0,2.9801838
613,67,8551,3.5,3.5118449
614,379,3057,5.0,4.9448185
615,579,4007,4.0,4.0009923
616,560,404,3.5,3.488559
617,65,1045,5.0,4.837816
618,250,9300,5.0,5.0317645
619,31,630,4.0,4.05745
620,221,8012,3.0,2.883632
621,231,6480,3.5,3.543622
622,274,900,4.0,4.0675063
623,216,914,3.0,3.0298212
624,63,898,4.5,4.46937
625,103,5150,4.0,3.9666705
626,335,140,4.0,3.959801
627,589,5901,4.0,4.0192256
628,345,929,4.5,4.441573
629,159,474,5.0,5.0680866
630,111,97,3.5,3.5920823
631,528,224,5.0,4.9430904
632,56,1070,4.0,3.992963
633,168,4683,3.5,3.5122566
634,382,685,4.0,4.0789814
635,560,6753,3.0,2.925707
636,413,1586,3.0,2.962531
637,599,3774,2.0,1.9570247
638,199,2325,4.0,4.0031877
639,236,4013,3.5,3.4499862
640,559,1374,4.0,4.001552
641,124,7212,2.0,2.4015274
642,452,1080,5.0,4.9652367
643,474,968,5.0,4.9812574
644,437,1915,3.0,3.032579
645,196,1294,3.0,3.086535
646,376,4116,4.0,4.00455
647,554,1879,2.0,2.1172905
648,560,6540,2.0,1.9681045
649,300,398,4.0,3.9184961
650,297,7415,0.5,0.48875326
651,447,3393,5.0,4.9981422
652,476,2578,4.0,3.9920557
653,447,8036,2.0,2.0417976
654,176,4788,3.0,2.9448533
655,201,1857,3.0,3.0614944
656,245,6045,4.0,3.9513073
657,420,895,4.0,4.088614
658,413,4893,3.5,3.4667485
659,63,1392,3.0,3.0444417
660,254,1251,5.0,5.047184
661,116,780,4.0,4.023378
662,41,510,5.0,4.9990873
663,146,1712,2.5,2.3233998
664,159,1008,5.0,4.9483685
665,17,989,4.0,4.0043283
666,413,2825,2.0,1.8969688
667,297,5245,2.5,2.56458
668,306,6236,2.5,2.5311015
669,166,2543,3.5,3.5350494
670,274,906,3.0,3.0012996
671,315,2255,3.0,2.9968593
672,559,0,3.0,3.0055335
673,118,8395,4.0,3.8713603
674,99,702,4.0,4.056494
675,349,577,3.0,2.9890375
676,26,1907,3.0,3.1428003
677,273,1062,2.5,2.47513
678,566,4223,0.5,0.5091408
679,83,925,4.0,4.0650716
680,476,1528,4.0,3.9879138
681,473,3609,4.0,3.9154146
682,351,1287,3.0,3.0264237
683,499,3097,4.0,3.909553
684,413,358,2.0,1.9923661
685,516,3635,3.5,3.5415773
686,199,2999,4.5,4.5803084
687,579,1157,4.5,4.5720053
688,273,3689,2.0,2.1277816
689,287,1773,1.0,1.0456694
690,562,618,4.0,4.0125785
691,116,520,3.0,2.9910142
692,186,1370,1.0,0.82053864
693,371,914,5.0,4.9904904
694,420,836,4.0,3.9425914
695,61,8132,4.0,3.933461
696,523,328,3.0,2.9958053
697,361,4354,4.0,3.9360209
698,524,4926,4.0,4.0152826
699,110,9644,2.5,2.6002297
700,201,1,4.0,4.012049
701,352,313,2.0,1.97282
702,427,3949,3.0,2.9638429
703,104,6191,4.0,3.968136
704,386,5135,3.5,3.4541435
705,607,3520,3.0,3.0233026
706,76,899,5.0,4.945945
707,239,296,5.0,5.1059375
708,491,646,4.0,4.0279665
709,479,3167,3.0,2.9841838
710,76,6693,5.0,4.946039
711,65,2407,4.0,4.00672
712,494,4136,4.0,4.0606403
713,293,1475,4.0,4.0588574
714,424,906,3.0,3.018422
715,385,133,3.0,2.9627864
716,586,31,5.0,4.982886
717,182,659,3.0,3.0532045
718,338,6590,4.0,3.94445
719,521,4292,4.0,4.1129174
720,554,1987,3.0,2.983385
721,390,2066,4.0,3.9933167
722,181,1706,4.0,4.04598
723,532,0,5.0,5.0292788
724,386,5955,3.5,3.505734
725,476,6239,4.5,4.5203185
726,598,2654,2.5,2.5056658
727,488,6770,0.5,0.5377177
728,368,3347,2.5,2.5444436
729,73,1217,4.5,4.5097227
730,432,9553,1.5,1.5792174
731,79,7870,5.0,5.0367856
732,104,4013,4.0,3.9988735
733,364,4153,5.0,4.9586196
734,274,1145,5.0,4.986908
735,359,1307,5.0,5.1348267
736,560,1986,4.0,3.9841082
737,297,6191,0.5,0.5082739
738,425,7647,4.0,4.015071
739,598,186,2.0,1.965718
740,317,7118,4.0,3.9946234
741,488,2449,3.0,3.007051
742,44,46,5.0,4.9974036
743,399,7355,5.0,4.853699
744,338,3136,4.5,4.6079516
745,566,6192,2.0,2.092196
746,453,2144,5.0,4.9760876
747,560,1703,4.0,3.921752
748,598,6689,2.5,2.528916
749,521,6693,5.0,4.981556
750,413,2355,4.0,3.9956906
751,39,260,5.0,4.9753494
752,413,2829,4.0,4.1944566
753,231,6192,3.5,3.5581102
754,255,899,5.0,5.0410175
755,476,7137,4.5,4.397937
756,211,7876,4.5,4.425039
757,447,8959,3.5,3.435988
758,87,6517,4.5,4.5084043
759,523,546,3.0,3.0179029
760,605,195,3.5,3.5366323
761,598,1251,2.5,2.510625
762,325,3086,4.5,4.4893646
763,291,97,2.5,2.489059
764,231,4932,3.0,3.0123413
765,589,3212,3.0,2.8959007
766,602,224,4.0,4.056967
767,181,2713,0.5,0.46566948
768,479,810,4.0,4.037928
769,424,2962,3.0,2.992115
770,300,253,2.5,2.5590925
771,232,8946,2.0,1.6433101
772,602,2709,4.0,4.005568
773,413,9577,3.0,3.0077503
774,216,2220,2.0,2.0031838
775,583,302,1.0,0.9219517
776,169,509,3.0,2.933909
777,148,910,4.0,4.011681
778,380,899,4.0,3.9976077
779,409,2300,2.0,2.0305567
780,225,4607,3.5,3.505072
781,367,1258,3.0,3.0214472
782,162,1332,2.0,2.0494928
783,482,2110,3.5,3.5026186
784,427,4354,2.0,2.0322435
785,67,6294,4.5,4.543658
786,602,1812,3.0,3.0222778
787,50,1193,1.0,0.8688136
788,559,2802,3.5,3.492845
789,473,6196,3.0,3.0287385
790,533,622,3.0,2.9597986
791,297,3282,1.0,0.9776567
792,203,7359,0.5,0.36905602
793,410,46,3.0,3.0048785
794,602,1496,4.0,3.790964
795,367,1906,2.0,2.0203047
796,231,6901,2.5,2.5096822
797,452,1397,5.0,4.961125
798,482,426,3.0,3.08924
799,379,6134,4.0,4.100563
800,516,2211,3.0,2.8968308
801,97,907,4.0,4.059413
802,596,2035,3.0,2.991678
803,259,127,4.5,4.5238676
804,424,3986,4.0,3.9975607
805,595,2824,2.5,2.5001662
806,185,767,4.0,3.9776738
807,124,6743,4.0,3.959712
808,306,62,3.5,3.5249562
809,353,5880,4.0,4.043759
810,559,8272,4.0,3.9757688
811,238,6480,4.5,4.4978385
812,381,4930,3.5,3.4800806
813,468,1718,4.0,3.9424033
814,14,8180,3.5,3.4210765
815,314,907,5.0,4.9993463
816,599,1547,3.5,3.508484
817,303,1242,4.0,3.9577575
818,482,1686,3.0,3.0311973
819,447,7835,1.5,1.5043157
820,85,3573,4.0,4.0048084
821,541,1913,3.5,3.535204
822,40,1231,2.0,1.9575216
823,473,4744,2.5,2.3189974
824,41,898,5.0,5.007854
825,609,902,5.0,4.9538083
826,340,3282,4.0,3.953351
827,3,3147,5.0,4.9857187
828,302,2632,5.0,4.9941664
829,479,705,5.0,5.0078597
830,259,685,4.5,4.4553833
831,413,6314,4.5,4.5145483
832,475,378,3.0,3.0956225
833,273,2696,2.0,1.9944223
834,537,1939,3.5,3.4782035
835,138,5319,1.5,1.5430609
836,190,371,1.0,1.0340288
837,183,9444,4.5,4.500668
838,220,4420,4.5,4.484803
839,602,2398,3.0,2.915843
840,186,347,4.5,4.383061
841,356,2030,3.5,3.4838135
842,259,5190,3.0,3.0498073
843,489,7339,3.0,2.9003177
844,67,7081,3.5,3.4952712
845,293,240,1.0,0.38104036
846,516,455,1.5,1.4943352
847,61,7449,5.0,4.91758
848,386,3034,2.5,2.5169854
849,598,5381,1.5,1.5076399
850,609,6969,3.5,3.3594408
