,user,item,actual,predicted
358,538,3563,4.5,4.592762
359,598,6728,3.0,3.083657
360,18,2007,3.0,3.0583882
361,168,5255,2.5,2.5771568
362,56,1700,3.0,3.237178
363,533,8377,4.0,4.059634
364,229,1208,2.5,2.3990107
365,440,6405,5.0,5.098667
366,155,905,4.0,3.8988838
367,63,4834,3.0,2.942177
368,306,6379,3.0,2.9648042
369,264,622,3.0,2.958398
370,379,8675,5.0,5.048648
371,572,6970,4.0,4.1341457
372,566,6209,3.0,2.9423265
373,155,742,4.0,3.8793647
374,104,7548,4.5,4.3562374
375,168,3081,3.5,3.4560244
376,447,7289,4.0,3.8591428
377,483,4842,3.5,3.455066
378,533,8073,4.5,4.681905
379,437,1266,4.0,3.9170766
380,355,1485,4.5,4.3689666
381,563,472,3.0,3.0742457
382,199,3006,4.0,3.639738
383,407,7467,4.0,3.9255407
384,107,2834,5.0,6.1149936
385,56,2028,1.0,0.9819005
386,155,1442,5.0,4.9856834
387,533,6708,4.0,3.9069188
388,424,594,2.5,2.574976
389,216,1200,3.0,2.2311568
390,167,902,5.0,4.984192
391,297,2877,3.0,3.1742349
392,305,8871,5.0,4.733488
393,176,4519,4.5,4.5423374
394,83,406,3.0,2.9218142
395,602,465,2.0,2.0395947
396,53,249,3.0,3.1161067
397,101,145,2.0,2.083241
398,283,277,4.0,3.9747279
399,609,686,5.0,4.8218565
400,289,981,5.0,4.9665833
401,472,6039,3.5,3.762306
402,304,8665,3.0,3.2648976
403,371,827,5.0,4.5406747
404,27,3640,2.5,2.4471629
405,14,7355,3.5,3.3851159
406,424,899,4.0,3.8759801
407,598,4144,3.0,3.3996356
408,330,4131,4.5,4.268544
409,263,512,4.0,3.9092145
410,550,7704,5.0,5.119771
411,380,3003,3.0,2.6862636
412,599,355,3.5,3.4448724
413,79,6751,4.5,4.540009
414,559,1070,4.0,3.7902968
415,386,6314,4.5,3.924475
416,197,1758,4.0,3.978381
417,413,6592,4.0,4.29212
418,303,254,4.0,4.181294
419,454,275,3.0,2.9546638
420,602,2555,5.0,4.927687
421,604,2980,2.0,1.6906447
422,158,1437,3.0,2.8587694
423,255,968,5.0,4.6452003
424,31,461,4.0,3.6584327
425,56,905,5.0,4.9014416
426,447,876,4.0,4.363643
427,260,1502,4.0,3.8092604
428,413,2108,2.0,1.835751
429,274,24,3.0,3.0089808
430,487,4159,4.5,4.3605566
431,65,2223,4.0,3.3787444
432,83,248,3.0,2.1404934
433,379,8141,4.0,4.220862
434,200,855,4.0,3.9798498
435,356,2601,3.0,2.893265
436,198,1430,4.0,3.9163299
437,516,5998,2.5,2.3732991
438,419,474,3.5,3.4550402
439,605,3431,3.5,3.4662695
440,201,2314,3.0,3.0266635
441,411,1978,4.0,3.9303992
442,170,551,5.0,4.7134814
443,199,6159,5.0,4.886413
444,607,1930,3.5,3.542471
445,554,1615,5.0,4.585516
446,589,4636,3.5,3.040075
447,413,2248,4.0,4.303381
448,413,4574,4.0,3.7337804
449,138,4098,0.5,0.5574539
450,589,702,5.0,4.8555713
451,327,4791,4.0,3.8346207
452,494,5253,5.0,5.071095
453,598,8034,2.5,2.5932817
454,413,454,2.0,1.984026
455,297,7241,2.5,2.5395174
456,33,4596,4.0,3.624424
457,159,2708,1.0,1.1667948
458,598,312,2.0,2.250238
459,5,157,3.0,3.126221
460,384,355,4.0,4.036305
461,413,5955,4.0,4.04762
462,593,62,3.5,3.936024
463,559,3677,3.5,3.5480318
464,273,5379,3.5,3.2862601
465,431,1492,3.5,3.473585
466,273,6517,3.0,2.742043
467,390,1217,4.0,3.8718643
468,473,1841,1.0,0.40672192
469,423,8161,1.5,1.561354
470,306,2552,4.0,4.204052
471,513,7449,4.0,3.3387644
472,331,1744,3.5,3.4588065
473,523,84,4.0,3.8181114
474,451,1615,5.0,4.87752
475,379,4333,2.0,2.0975227
476,364,8897,4.0,3.0458672
477,201,964,5.0,4.8919253
478,413,277,5.0,5.093347
479,329,1703,4.0,3.9121656
480,49,3979,4.0,3.2923586
481,124,6601,4.0,3.6398327
482,273,763,3.5,3.5366797
483,112,2615,4.0,3.879259
484,433,828,5.0,4.9171352
485,273,2959,3.5,3.5289032
486,469,18,3.0,3.0027342
487,186,3557,3.5,3.3917544
488,437,3884,3.0,2.7431564
489,589,1046,2.0,2.0790524
490,67,5938,4.5,4.417059
491,606,1574,4.0,3.8655
492,605,3894,3.0,3.234948
493,554,1075,3.0,3.1229296
494,110,8074,4.5,4.796741
495,559,7355,4.0,4.29552
496,533,5363,4.0,3.870771
497,570,1466,2.0,2.1920972
498,291,2509,3.5,3.546153
499,338,686,4.5,4.572959
500,282,1072,3.0,2.9978817
501,461,928,5.0,4.7370133
502,248,8528,3.5,3.6485941
503,341,2803,4.0,4.045104
504,238,908,5.0,4.7144413
505,598,6968,2.5,2.7719507
506,379,1305,2.0,2.0751886
507,27,908,3.0,2.9004354
508,379,4013,3.0,3.0473967
509,579,690,1.5,1.6365104
510,162,1339,3.0,2.3444152
511,281,3201,4.0,4.164694
512,41,1644,4.0,3.9885406
513,67,8861,5.0,4.7607317
514,609,2798,3.0,2.8632202
515,596,1271,2.0,1.607862
516,235,1839,5.0,4.6742454
517,22,694,3.5,3.4629855
518,65,4267,3.0,3.1294765
519,63,570,3.0,3.3998647
520,262,2375,4.0,3.9902055
521,81,43,3.5,3.6142051
522,95,334,5.0,4.9176283
523,184,3716,1.0,0.85755205
524,287,1468,3.0,2.9084084
525,67,784,3.0,2.8470519
526,306,4907,3.5,3.3085413
527,299,7439,5.0,5.280321
528,386,3498,3.0,3.1174457
529,148,1186,3.0,2.7734163
530,113,4070,4.0,3.9421577
531,380,217,4.0,4.0097485
532,488,1703,4.0,3.9988382
533,562,4417,2.5,2.57455
534,312,2601,3.0,2.7356923
535,425,7354,5.0,4.8544497
536,181,4419,0.5,0.38124537
537,474,6453,4.5,4.361204
538,134,899,4.0,4.103373
539,231,5920,3.0,2.981338
540,368,3012,3.5,3.2537923
541,571,932,5.0,4.863771
542,181,1935,3.5,3.4418488
543,177,913,4.0,4.3404374
544,140,8673,5.0,5.3995485
545,386,455,3.5,3.6134877
546,371,921,5.0,5.0057726
547,267,2236,4.0,4.0869336
548,483,759,5.0,5.6189766
549,13,197,3.0,3.1547027
550,170,509,5.0,4.994666
551,473,4691,3.0,2.6652386
552,488,1690,1.5,1.5404713
553,95,1521,2.0,1.9872901
554,181,3142,3.0,3.0324044
555,468,384,5.0,4.5351567
556,177,134,4.5,4.6850076
557,266,224,5.0,4.793133
558,194,827,5.0,4.638774
559,492,1346,2.0,2.2459037
560,2,2140,5.0,4.6463494
561,401,172,4.0,4.224677
562,380,6202,1.5,1.1454655
563,139,1283,4.0,4.140363
564,171,1479,4.0,4.2001467
565,539,5990,3.5,3.6234536
566,602,1131,3.0,2.8209257
567,253,5323,4.5,4.3056517
568,494,2324,2.0,2.1134381
569,607,549,3.5,3.387902
570,304,8617,3.5,3.6428852
571,199,3557,5.0,4.781478
572,104,43,5.0,5.0054283
573,216,1584,3.0,2.8915877
574,513,314,4.0,3.8110738
575,311,1986,3.0,3.0772762
576,121,862,5.0,5.1000223
577,324,2383,4.0,3.934843
578,355,4786,3.5,3.6745234
579,278,3006,5.0,4.5500293
580,476,3794,0.5,0.5596721
581,118,3740,4.0,4.0166335
582,222,2832,4.0,4.154217
583,97,9374,5.0,4.904358
584,587,5,5.0,5.0542736
585,82,989,1.0,1.1523904
586,516,6770,3.5,3.5168483
587,390,1961,2.0,2.0390615
588,404,5716,4.0,3.811197
589,331,3617,4.0,3.756221
590,90,1627,4.0,3.4834275
591,445,455,1.0,0.97224975
592,602,1008,4.0,3.7137346
593,539,3563,3.5,3.384371
594,554,2989,4.0,3.988059
595,140,43,3.0,2.9197254
596,570,1453,3.0,2.6887352
597,267,838,2.0,1.9779031
598,524,4797,1.5,1.4971572
599,232,5156,3.5,3.286324
600,274,3152,5.0,4.9795175
601,4,506,4.0,4.2148657
602,598,6965,3.0,2.8192956
603,304,6868,5.0,5.0434465
604,413,4401,2.0,1.5578744
605,181,1199,3.0,3.1073344
606,437,142,4.0,3.870072
607,20,7637,2.5,1.9222373
608,447,7457,1.5,1.8649087
609,100,2134,3.0,3.109021
610,559,8420,3.0,3.226075
611,50,974,5.0,4.854543
612,413,3559,4.0,3.690133
613,381,6203,4.5,4.2141695
614,604,337,3.0,3.016545
615,560,3407,4.0,3.7462192
616,320,436,4.0,3.7423184
617,259,815,4.0,3.7309618
618,138,3133,4.0,4.127549
619,558,300,3.0,2.9177215
620,586,990,4.0,3.88873
621,479,1009,3.5,3.4209614
622,473,1198,3.0,3.0198054
623,289,461,5.0,4.830091
624,368,3217,3.5,3.0888605
625,482,7638,5.0,4.8938007
626,330,8663,5.0,4.826996
627,273,4439,2.5,2.5476108
628,165,3979,4.5,4.452003
629,273,4609,2.0,2.2412739
630,27,6904,2.5,2.5521293
631,609,6043,3.5,3.311416
632,479,2761,3.5,3.1704106
633,408,2642,4.0,3.8717194
634,290,7307,4.0,3.962361
635,289,2012,4.0,4.2105856
636,317,508,3.5,3.54522
637,376,5809,4.0,3.8770773
638,468,2760,3.0,2.7744122
639,165,514,3.5,2.6900666
640,183,9503,4.5,4.529485
641,110,6415,3.0,3.126133
642,147,7022,4.0,4.1074853
643,218,3005,0.5,0.49830055
644,103,906,3.0,2.880148
645,198,4882,4.0,4.020745
646,499,915,4.0,4.045259
647,33,3192,0.5,0.75136834
648,32,510,5.0,5.0860777
649,597,510,0.5,0.99025726
650,516,6898,2.0,2.33389
651,271,2370,4.5,4.2596836
652,598,3941,1.5,1.1051933
653,413,8528,3.5,3.2251563
654,176,1644,2.5,2.4243793
655,110,7438,2.0,1.9498655
656,380,5324,3.5,3.4826648
657,217,144,2.0,2.2125804
658,40,3557,5.0,5.002128
659,461,2973,4.5,4.890724
660,62,97,2.5,2.657896
661,182,2781,3.0,3.4995613
662,468,815,5.0,4.7526073
663,18,1544,4.0,3.9614115
664,599,1804,3.5,3.3456993
665,599,1592,4.0,3.8895764
666,104,906,5.0,5.009122
667,18,994,4.0,3.9165797
668,81,4515,3.5,3.5301247
669,210,6341,4.0,3.968746
670,198,1026,4.0,4.019465
671,379,9614,4.0,3.962894
672,0,1492,5.0,4.6570683
673,473,5043,3.0,2.7322125
674,304,1070,2.0,1.7949741
675,18,1223,4.0,4.009768
676,317,7669,4.0,4.271413
677,123,2941,5.0,5.1418767
678,585,6743,5.0,5.011739
679,379,2376,4.0,3.9511783
680,27,1153,2.5,2.0244372
681,607,4519,4.5,4.5442467
682,291,7008,3.5,3.466989
683,304,7870,2.5,2.551155
684,312,28,4.0,3.8380668
685,176,907,5.0,4.808374
686,564,18,3.0,3.0474381
687,593,2454,4.5,4.677235
688,88,7963,2.5,2.581269
689,351,6693,3.5,3.2760463
690,529,472,4.0,3.736433
691,225,607,3.5,3.4507992
692,413,4244,3.5,3.6596897
693,399,510,5.0,5.1624203
694,233,1056,3.0,3.1640975
695,312,1540,4.0,3.9497778
696,232,6659,3.0,3.1370296
697,554,2278,3.0,3.0183542
698,167,1996,4.5,4.2467103
699,304,6957,5.0,5.137605
700,67,4419,3.0,2.8934965
701,17,1,3.0,3.3274953
702,331,1437,4.0,4.0625334
703,304,5151,4.0,3.90819
704,386,1017,3.5,3.1717772
705,524,6520,3.5,3.3310456
706,390,1291,3.0,2.8118238
707,167,909,4.5,4.6051006
708,570,2273,1.0,0.9823035
709,104,2466,4.0,4.2467604
710,38,1543,3.0,2.9005678
711,218,2959,4.0,4.068157
712,356,969,4.5,4.57869
713,0,224,5.0,4.7767167
714,92,1207,4.0,4.5740123
715,413,2265,4.0,3.6322167
716,473,881,5.0,4.9719863
717,379,2491,4.0,4.1076207
718,605,694,4.5,4.858967
719,31,509,5.0,4.732296
720,604,4839,4.0,3.3613718
721,71,1044,4.0,4.063839
722,169,84,3.0,2.875472
723,289,968,4.0,3.9736571
724,231,6294,3.0,2.8709843
725,297,7261,0.5,0.50918686
726,560,2887,4.5,4.334181
727,67,9053,4.5,4.4611073
728,468,976,4.0,3.9184756
729,200,1153,4.0,3.893149
730,3,2411,4.0,4.478425
731,52,419,5.0,5.210581
732,18,2687,3.0,3.147953
733,152,957,2.0,1.9726235
734,329,418,2.0,2.4713204
735,413,8449,4.0,3.9861488
736,297,126,2.0,2.0795724
737,533,6182,4.0,3.8687115
738,311,4118,2.0,1.8481146
739,51,8882,5.0,4.622272
740,523,1052,3.0,2.9363256
741,231,6277,3.5,3.482541
742,598,7428,3.0,3.0084655
743,464,2173,3.0,2.8579488
744,158,1823,3.0,2.9264863
745,279,968,3.5,3.4881148
746,331,947,2.5,2.5118625
747,287,2619,3.0,2.8350496
748,438,4131,4.0,3.858396
749,57,337,3.0,2.9533768
750,248,7399,4.0,3.9702451
751,27,1686,3.0,3.0769868
752,595,4900,3.5,3.483971
753,260,3047,2.5,2.6280036
754,0,476,4.0,3.4637218
755,287,5963,2.5,3.2421339
756,606,418,4.0,3.8168106
757,371,509,3.0,2.7375636
758,482,4909,1.5,1.4642745
759,605,4990,4.0,3.6270375
760,473,1794,5.0,5.0607767
761,61,3979,5.0,4.90997
762,566,4020,4.0,3.7253246
763,336,15,4.0,3.8058085
764,403,176,4.0,3.9999142
765,481,5350,1.0,0.50244737
766,524,9053,3.5,3.583457
767,110,7859,4.0,4.1383862
768,58,1258,5.0,4.791559
769,32,1164,5.0,5.020332
770,54,1871,3.5,3.426123
771,49,8747,3.5,3.0599108
772,379,2183,4.0,3.7651763
773,605,3247,4.0,3.8229232
774,473,4889,3.0,2.9058146
775,461,2615,4.0,3.9196837
776,598,498,1.5,1.1620985
777,464,1754,4.0,3.8083324
778,547,3490,5.0,4.6873646
779,479,922,3.5,3.465703
780,287,1819,3.0,2.8538046
781,176,4744,4.0,3.7132971
782,451,659,5.0,5.066303
783,281,509,3.5,3.1755445
784,437,3212,3.5,3.4647224
785,73,1257,3.5,3.3720546
786,234,508,4.0,3.7832956
787,238,418,4.0,3.8229585
788,470,3617,4.0,3.725101
789,278,3633,4.0,4.418439
790,17,8219,3.0,2.9720464
791,67,3005,4.0,3.8678806
792,306,4600,2.5,2.476989
793,131,659,3.0,2.995976
794,103,5885,3.0,3.0597498
795,595,398,3.5,3.2777786
796,220,2492,4.5,4.3602676
797,380,5777,5.0,5.027145
798,524,488,2.5,2.5005407
799,231,7061,3.5,3.6254063
800,27,2979,2.5,2.784408
801,102,1266,4.5,4.5053954
802,602,2371,4.0,3.8838992
803,287,690,3.0,3.0107293
804,90,4256,1.5,1.295559
805,331,7831,3.0,3.0091903
806,324,3566,3.0,2.9752157
807,218,527,3.0,3.09165
808,216,1903,3.0,2.8682206
809,559,4935,2.5,3.0534112
810,533,8202,4.0,3.9458
811,17,33,4.0,3.969352
812,305,8617,3.0,3.190212
813,225,1733,4.5,4.36476
814,28,1317,1.5,1.5126593
815,225,1596,4.0,3.9513283
816,447,8420,3.5,3.4849033
817,602,2054,4.0,4.1882873
818,220,2313,4.5,4.336812
819,607,2746,1.5,1.8133867
820,324,1639,5.0,4.6768317
821,304,2888,5.0,5.0346355
822,589,2246,3.0,3.017236
823,4,229,1.0,0.88785076
824,63,3162,3.5,3.3310409
825,475,315,4.0,4.0067935
826,488,834,5.0,5.583229
827,90,2648,4.0,4.0834136
828,218,5895,3.5,3.462152
829,444,98,3.0,2.968395
830,463,6755,2.0,2.0962253
831,324,2234,4.0,3.9770615
832,431,4786,4.5,4.268848
833,473,4721,3.0,2.4787977
834,560,1,4.0,3.5317073
835,351,224,4.0,4.1174865
836,231,4155,4.0,4.071946
837,279,4935,5.0,4.945168
838,209,8021,4.5,4.627382
839,565,314,5.0,4.929518
840,76,3136,2.5,2.3068855
841,386,429,3.5,3.6697474
842,463,6202,3.0,2.8874626
843,273,375,4.0,3.9774013
844,9,6951,3.5,3.3887131
845,589,4354,3.5,3.3566985
846,166,5027,5.0,4.782149
847,413,1287,4.0,3.9758935
848,434,7466,4.0,4.045567
849,18,2423,3.0,3.1130805
850,291,511,3.0,3.0710487
851,473,1935,3.0,2.8451252
