,userId,movieId,rating,timestamp
49403,317,5980,3.5,1413054693
92132,595,9166,4.0,1535827378
86860,560,3765,1.5,1491091858
16677,104,6997,3.5,1446571906
32389,220,1217,5.0,1118246683
34376,231,5790,3.0,1218167194
95399,599,1527,4.0,1237711527
65762,423,507,2.0,1457844832
22222,148,145,2.0,902085111
27815,187,1160,4.0,962559740
46566,304,8663,2.0,1460134157
19728,128,1796,4.0,1167376074
26429,181,1525,4.5,1054783810
88106,566,8956,3.0,1525287186
42535,287,1698,2.0,975692708
4276,27,899,2.5,1234569517
56430,372,329,3.0,846830473
66286,426,486,4.5,1053071518
90926,589,2512,3.5,1260751766
37486,251,7723,4.5,1498284772
12457,77,2843,3.0,1252573355
72156,463,6826,3.0,1325594049
56861,378,314,5.0,847397292
40566,273,7399,3.5,1318410304
17149,108,324,3.0,841151436
51514,331,3136,5.0,1352672235
49756,317,8251,4.0,1439059638
69248,447,2824,2.0,1034505956
16243,104,685,4.0,1447579797
100513,609,7620,3.5,1493847206
23233,159,40,3.0,971115727
72464,468,46,4.0,965336630
18760,119,549,3.0,860070065
24980,176,622,0.5,1435534186
98705,607,153,0.5,1117415643
67249,433,4354,4.0,1270604376
87022,560,7751,2.5,1491091339
67480,436,84,1.0,859720977
23412,159,1216,1.0,971115593
97341,604,6845,3.5,1277176559
38756,265,1080,2.0,945669709
88665,571,2313,5.0,946484969
83030,524,7637,2.5,1476476742
58085,379,9586,4.0,1508022982
37578,253,546,3.5,1180446580
48883,316,4170,3.0,1430361487
22735,155,520,5.0,946798345
100704,609,8470,3.5,1493849001
36571,248,2042,2.5,1440669164
34921,233,144,2.0,1001975991
42790,287,2627,3.0,976138026
96742,602,2085,2.0,953926022
23003,155,2543,4.5,1106855340
22267,148,1345,3.0,902085033
40592,274,201,5.0,1049076508
22789,155,862,5.0,939854531
7388,49,9144,3.0,1514239107
37510,252,520,5.0,1286643377
19792,128,4926,4.0,1167376056
66008,424,1182,3.5,1085477551
43773,291,6059,4.0,1195948561
9832,63,4013,3.0,1161521059
55313,366,2474,3.0,997813308
91683,593,4497,4.5,1108951169
75802,476,3844,3.0,1200948509
11147,67,4842,2.5,1158533261
17640,110,7159,5.0,1516152757
34340,231,5371,4.0,1110771457
94226,598,4702,4.0,1519292151
63107,413,1780,1.0,991145500
48373,312,1223,5.0,1030476219
14116,89,1085,5.0,856354329
83375,527,4354,2.0,1391736781
32740,221,5212,4.0,1391352874
52584,342,6621,4.5,1202060716
53247,351,1382,3.0,1493673900
74063,473,2551,2.5,1109039902
33221,225,1483,3.5,1099624085
19048,121,7289,4.0,1461561555
99277,607,3429,0.5,1117506202
2503,18,983,5.0,965706185
57753,379,6436,4.0,1494804410
60571,390,1182,2.0,1030826899
79178,489,6134,3.5,1324371162
62834,413,1133,4.0,961437495
52027,338,474,5.0,1460182103
86003,558,113,3.0,865096085
23295,159,509,4.0,971113741
20458,134,1230,4.0,1009693612
9228,62,980,4.0,1443200228
26422,181,1484,5.0,1054779910
37532,252,3128,4.5,1286645108
46678,305,8021,3.0,1518380598
87424,562,6583,3.5,1448591058
61357,403,33,3.0,838376195
98231,605,4790,4.5,1171407861
58605,381,929,5.0,1515148964
792,5,469,3.0,845556181
28010,191,9,5.0,835128874
32527,220,4593,4.0,1118246952
99555,609,278,3.5,1479542096
50061,321,3617,4.5,1217676707
19453,124,7971,4.5,1474295813
78203,483,6870,4.0,1342299442
26768,181,3153,2.5,1063282183
3491,20,7261,2.5,1423422284
52830,345,4130,3.0,1125858412
58873,382,1796,5.0,943571137
90795,589,1542,4.5,1258422540
99916,609,3915,2.0,1493846038
36719,248,4270,4.0,1440669320
96,0,1125,4.0,964980875
96375,602,906,5.0,953926787
60938,392,8794,4.0,1430506958
39309,273,349,2.0,1172030386
82628,524,253,3.5,1476477448
93022,598,899,3.5,1498500961
59067,384,596,4.0,865024569
10168,65,2078,4.0,1113190088
47237,306,3070,1.5,1186259286
83709,533,3167,4.0,1459787996
45034,297,5966,2.5,1447599642
5827,40,7101,4.0,1459367490
92790,598,356,3.0,1519125267
77026,479,6202,2.5,1179164432
83047,524,7987,4.0,1476476515
94218,598,4681,2.0,1498510190
45403,297,8377,3.0,1447584751
32992,224,983,4.0,949111556
14909,94,938,5.0,1043340485
93214,598,1304,2.5,1498514119
74644,473,4519,3.5,1110813908
88773,572,1802,4.5,1371063458
35415,238,1686,5.0,1221158765
89041,575,923,4.0,1358151540
81888,516,7647,2.5,1488398191
39655,273,1913,3.0,1171759203
31823,218,3563,3.5,1214043303
47838,308,733,4.0,1086563214
96378,602,911,5.0,954482276
88242,569,224,3.5,1181476632
52790,345,2035,4.0,1125859330
10280,65,4551,4.0,1099187633
4754,27,6999,3.5,1242883367
24910,176,46,4.0,1435523529
14970,94,2868,3.0,1043339507
87229,561,3563,4.5,1368894005
56334,371,1060,4.0,874416545
42575,287,1804,3.0,975692803
80431,508,1176,4.0,1436000079
51169,329,4159,3.5,1285904449
77120,481,901,4.5,1105396870
75980,476,6743,4.0,1215923079
50169,322,8415,4.0,1422640926
59511,386,1274,3.0,1095040866
25802,176,8584,3.5,1435803436
59130,384,956,4.0,865025596
57361,379,3086,3.0,1494528256
50468,324,4098,4.0,1039396851
39533,273,1333,3.5,1172031117
53568,352,379,2.0,831939792
70422,447,9044,3.0,1490451226
930,6,2670,1.5,1106636534
80888,509,1372,0.5,1141159305
53996,355,3623,4.0,1229139434
51737,333,3880,3.0,1232308282
30572,212,6227,4.0,1316197069
4882,30,9,4.0,850467366
19090,121,8181,4.0,1461561811
40839,274,2508,5.0,1049078254
20344,134,116,4.0,1009692048
25927,178,395,4.0,840907561
82273,521,1598,1.5,1253342906
79445,492,1180,4.0,1001562873
66049,424,1733,4.0,1085492359
9538,63,835,4.5,1161520129
39646,273,1857,1.5,1197014073
24520,168,3867,4.5,1059429050
30172,209,9410,4.0,1537632336
22889,155,1441,4.0,939853183
99706,609,2290,4.5,1493850239
63527,413,2877,4.0,972051591
37011,248,7035,3.5,1356550233
30845,215,2512,4.0,975212308
86360,559,5291,3.0,1469648894
72837,468,2277,5.0,965425244
45517,299,6294,5.0,1425352021
32073,219,334,3.5,1230055705
9693,63,2102,4.0,1161520603
20608,134,3401,5.0,1009693458
49322,317,4821,4.0,1451770423
15745,102,2739,5.0,1431969554
8754,60,46,4.5,1145532639
23258,159,208,2.0,971117781
95394,599,1507,2.0,1237760527
69503,447,4223,1.5,1178982323
15760,102,3189,3.5,1431957080
97780,605,1854,4.0,1173570093
59506,386,1250,3.0,1119755018
21167,139,594,3.0,967049071
19860,130,474,4.0,1349840347
69207,447,2632,1.0,1189358111
94431,598,5649,0.5,1519175596
90616,589,694,5.0,1258416487
32061,219,176,0.5,1230061437
30446,211,8186,2.5,1490203305
12491,78,915,4.0,975282037
74596,473,4346,4.0,1100292008
6151,41,1978,3.0,996220790
69227,447,2709,4.5,1092044346
34781,232,827,2.5,1529333236
77975,483,483,4.0,1342295041
17006,107,124,2.0,1042838877
8503,56,2821,1.0,965797855
2762,18,1913,2.0,965706592
98127,605,4207,4.0,1171324428
87338,562,826,4.0,1440793700
25292,176,3002,3.0,1435524241
64195,413,4561,4.0,1073680082
69680,447,5987,2.0,1312122143
85876,555,4541,4.0,1534321199
90288,586,533,5.0,953141841
69540,447,4492,2.5,1064154371
46269,304,6037,3.0,1464675022
39104,270,800,2.5,1234301722
2496,18,956,2.0,965704863
51234,330,3563,3.0,1537157681
79215,489,7399,3.0,1328145401
12472,77,7013,2.0,1252574796
52616,343,2941,0.5,1420495413
68735,447,455,3.0,1019128680
82821,524,3617,4.5,1476476416
22082,143,4007,3.5,1136812723
55245,366,899,5.0,997811126
85434,554,913,5.0,978840077
92354,596,1130,2.0,941729825
24990,176,687,4.0,1435535973
39106,270,849,4.0,1234301707
8265,56,1130,3.0,969754810
55881,368,463,2.5,1237082951
32338,220,905,3.5,1119983987
4614,27,6069,4.5,1234341471
32147,219,2246,4.0,1241227389
12945,81,4615,3.5,1084519713
33113,225,483,3.5,1095662823
66771,429,4328,4.0,1057519195
7928,52,2014,5.0,1237748068
27047,181,4978,3.5,1085148244
32729,221,4566,1.5,1391352161
44323,293,2293,2.0,966597039
67142,433,906,4.5,1271039384
89290,578,1794,3.0,958881277
31363,216,1986,4.0,955940741
2674,18,1571,3.0,965706250
34236,231,4616,4.0,1218166959
58510,380,6471,4.0,1199054017
86577,559,9144,4.5,1469647293
83977,533,7848,2.0,1459787997
12188,73,6595,3.5,1207500052
100134,609,5901,4.0,1493844834
68243,439,465,3.0,1237568970
30429,211,7792,4.0,1490203266
4340,27,1527,1.5,1242290877
2601,18,1338,1.0,965706415
45181,297,6897,2.5,1479057502
32687,221,2544,2.5,1391353703
58868,382,996,4.0,943571272
31877,218,4422,1.5,1194681389
53746,353,3609,3.5,1200870312
66909,431,2941,5.0,1315242940
50527,325,4646,4.0,1322251789
73421,473,913,3.5,1053021608
36945,248,6667,4.0,1415415941
98344,605,5732,3.5,1171407857
28853,198,3849,4.0,1057590429
93892,598,3355,2.0,1519179098
20655,135,192,4.0,832449274
62910,413,1322,4.0,961515684
23016,155,2670,3.5,1106854990
66798,431,0,2.5,1316391457
1411,13,333,4.0,835441620
89654,579,4884,2.0,1167673730
85836,554,2766,3.0,978823389
87539,563,1004,5.0,1478453666
90088,585,1235,3.5,1529899386
40232,273,5762,4.0,1171932357
15755,102,3086,3.5,1431968312
47507,306,5324,5.0,1189457156
67494,436,164,4.0,859721399
30661,214,1149,2.0,1260905482
51370,331,123,3.5,1352673605
100263,609,6519,3.5,1493847766
79261,490,5213,5.0,1526672907
81296,513,2762,2.0,1533949249
94235,598,4760,3.0,1498519642
19366,124,6708,2.0,1474414431
98659,606,2979,2.0,997847173
22471,152,1779,0.5,1525552641
67867,437,2965,3.0,1105763839
73658,473,1485,2.0,1014924563
81457,513,9444,2.5,1535804894
35973,245,107,5.0,1354125195
45533,300,43,4.5,1211377521
88809,572,2982,4.0,1341798498
81212,513,1549,4.0,1533872830
22080,143,3826,3.0,1136812901
30580,212,6499,3.0,1316195564
7892,51,7832,5.0,1468051494
85995,558,52,4.0,865095758
44089,293,778,4.0,966595748
28376,197,509,3.0,1034135137
98270,605,5118,4.0,1171817425
57407,379,3609,3.0,1494528161
43149,287,6593,3.0,1256658049
46785,306,229,3.5,1186161585
59148,384,1001,4.0,865025755
72944,469,156,3.0,849075143
35161,234,461,5.0,841422500
5325,35,1486,2.0,1100803337
21772,140,3136,3.0,1513130197
90266,586,202,5.0,953139541
33664,227,2247,3.5,1363222727
89679,579,5200,0.5,1167791240
79879,497,546,5.0,839197392
83670,533,1705,4.0,1459787996
70920,452,963,5.0,972622589
92100,595,8663,5.0,1535708481
79523,494,659,4.5,1458634582
6067,41,1266,3.0,996218934
81507,515,418,4.0,994624770
75080,473,5971,3.5,1142821742
11985,72,8405,1.5,1464199071
31878,218,4426,4.0,1195700672
19825,129,126,4.0,832589546
92146,595,9467,3.5,1535709730
40608,274,384,4.0,1049076538
63951,413,3867,4.0,1026136713
24178,166,3645,4.5,1154719384
10484,67,533,3.5,1158534567
67531,436,509,3.0,859721399
32139,219,2019,4.5,1230083274
89738,579,6262,1.0,1167792291
88569,571,895,5.0,945889361
62201,411,1663,4.0,939114231
31052,216,776,2.0,955944568
81519,515,2300,3.0,994625189
2331,18,291,2.0,965706548
99327,607,3849,4.5,1147794807
91861,595,2194,3.0,1535827268
64520,413,6199,2.5,1216151045
39685,273,2038,3.0,1171172497
34831,232,4421,3.0,1529333698
54191,356,622,3.0,1348612237
54908,364,291,3.0,1491088213
17219,109,692,4.5,1175330185
62023,410,55,5.0,835532559
1601,15,899,3.5,1377476852
18963,121,4007,4.5,1461562136
78590,488,696,5.0,1332706506
79181,489,6239,3.5,1324371002
43404,289,2173,4.0,974942857
55069,364,7629,2.5,1488594759
66818,431,322,5.0,1316391519
45812,303,636,2.0,891173801
33282,225,2144,4.0,1114838073
68165,437,5802,3.0,1110134909
40799,274,2072,4.0,1049077179
22208,147,8433,2.5,1482548721
9608,63,1312,4.0,1161564556
15108,95,2306,5.0,964773160
16317,104,2144,5.0,1446749499
14208,90,412,3.5,1112713360
79094,488,7449,4.0,1333023537
92425,596,1486,3.0,941557959
72222,464,1223,4.0,959896143
23087,156,1437,4.0,992479546
27871,189,3282,3.5,1504310123
73749,473,1662,3.5,1100292285
95058,598,9369,2.5,1498532522
58376,380,4360,4.0,1164383651
90516,588,878,1.0,856044288
80388,508,302,4.0,1436027212
10577,67,994,3.0,1261086264
65783,423,1198,3.5,1457843905
18464,116,506,4.0,844162770
68438,444,819,5.0,1454622122
68968,447,1521,4.0,1019125435
66902,431,2670,4.5,1315244401
87403,562,6041,4.0,1439933323
22496,152,3635,3.5,1525548791
19056,121,7428,3.5,1461562027
37145,248,7680,3.5,1347317726
98353,605,5798,3.5,1173381088
940,6,3189,4.0,1106635524
3533,20,7902,3.5,1419794434
95649,599,3260,4.0,1237709663
88264,569,398,4.0,1181476678
44598,297,902,4.0,1450452228
24257,167,913,5.0,1306802015
53806,353,6504,4.5,1200870629
91825,595,1370,2.5,1535833479
63557,413,2962,4.0,979226537
78399,487,853,4.0,1112382504
2770,18,1961,2.0,965711649
28066,192,8008,4.0,1435857055
32914,222,6693,4.5,1226210073
53427,351,7750,4.0,1493932030
42991,287,4310,3.5,1054568322
23099,156,2453,2.0,992479618
58083,379,9573,3.0,1503777524
48080,311,938,4.0,1043176581
32342,220,912,5.0,1111178150
43672,291,2690,3.0,1015374772
88014,566,8234,1.5,1525289264
59322,386,598,1.5,1158561248
39913,273,3347,3.0,1171785373
48748,315,302,4.5,1111493489
6065,41,1257,5.0,996218171
14502,90,2439,2.5,1112718047
29694,201,2246,3.0,974918857
15992,103,719,3.0,1161675732
64457,413,6011,3.5,1161961729
92085,595,8388,2.5,1535711538
43876,291,7747,3.5,1362268068
88974,572,8407,5.0,1415675786
17169,108,427,3.0,841143195
39900,273,3227,2.5,1197185404
60671,390,2192,4.0,1030826899
63764,413,3457,3.0,1008691166
18559,118,2028,3.0,1435944456
24890,175,422,3.0,840109075
32453,220,2373,5.0,1119984659
10318,65,5259,5.0,1093747996
9093,61,8554,4.0,1521490236
62348,413,104,3.0,961438609
23853,164,4098,3.0,1046741509
94733,598,7154,3.0,1498525013
807,5,508,5.0,845553109
16663,104,6886,4.0,1447563596
16431,104,3979,4.0,1446571759
37796,255,3979,0.5,1446580245
87387,562,4910,3.0,1441845672
69592,447,4957,2.5,1173560573
97258,604,3979,3.0,1277175651
47425,306,4534,1.5,1186258775
22769,155,726,3.0,946799313
52351,338,8523,4.0,1460518949
74265,473,3191,3.5,1124807144
17355,110,2393,4.0,1516151963
61974,409,2729,4.0,990909777
99057,607,1904,3.5,1117415313
63386,413,2485,2.0,1216151232
37725,254,3306,3.0,1005717223
84994,551,1576,1.5,1111473265
93280,598,1478,3.5,1498501020
35315,238,176,2.5,1221158495
3087,19,2475,3.0,1054147217
62972,413,1488,3.0,961596196
94142,598,4411,2.0,1519173414
97713,605,1562,3.5,1171822424
98607,606,1990,3.0,964744521
69573,447,4764,2.0,1074423194
2971,18,2843,3.0,965706415
38927,267,831,1.0,940180491
14951,94,2109,5.0,1069614356
58524,380,6530,3.0,1197247595
8489,56,2708,2.0,965798849
52187,338,5922,3.5,1460182925
76000,476,7001,4.5,1242278357
79227,489,7680,4.0,1328145195
22359,150,1084,4.0,855947773
59609,386,1777,3.5,1095041844
21619,139,4793,3.0,1117730641
39473,273,1073,3.5,1186729273
51054,329,938,2.5,1285905102
97873,605,2447,3.5,1171310033
1695,16,828,4.5,1322629080
37071,248,7377,4.0,1349988230
98790,607,511,2.5,1147211020
7039,46,8448,5.0,1496205226
66508,427,1988,0.5,1111489929
99050,607,1844,3.0,1117415487
23770,163,835,5.0,999707976
53774,353,4939,3.0,1200953359
1468,14,1486,4.0,1510572114
78195,483,6520,5.0,1342227720
45262,297,7392,2.0,1449589156
5450,37,510,3.0,841341220
91385,591,511,3.0,837350487
7218,49,4121,3.5,1514240004
5789,40,6227,4.0,1459368582
90161,585,6939,4.5,1529899655
48427,312,1691,4.0,1030474778
59117,384,913,5.0,865025717
24404,168,1153,4.0,1059426977
95664,599,3450,2.0,1237714416
12042,73,909,4.0,1207502875
90170,585,7285,5.0,1529899334
83984,533,7902,1.5,1459787996
86202,559,1627,4.5,1469648686
1400,13,229,5.0,835441168
39174,272,0,5.0,835861234
23559,159,2262,1.0,971196612
81160,513,1023,1.0,1534114141
79944,499,1128,4.0,1005528039
36908,248,6469,3.0,1354225718
99404,607,4633,4.0,1117506634
7204,49,3250,3.5,1533302147
20668,135,235,3.0,832449614
82255,521,1055,4.0,1297482421
64280,413,4903,3.0,1216150464
91485,592,5439,3.5,1181008663
24159,166,2832,5.0,1154721538
26331,181,1103,3.5,1054780658
29742,201,2572,2.0,974918921
25636,176,6906,3.5,1435525492
13271,83,828,4.0,858772239
12089,73,2941,5.0,1207501199
80521,508,3869,3.0,1435994737
15146,96,3239,4.0,1043382111
15549,101,395,4.0,835876151
38779,265,1393,4.0,945669980
52047,338,914,4.0,1460868485
92835,598,438,2.0,1498510560
82703,524,1266,4.5,1476477635
34799,232,1938,4.5,1524781479
99963,609,4362,3.5,1479542038
94597,598,6358,2.0,1498510681
27419,185,1562,4.0,1031087641
44821,297,3553,3.0,1447598751
62974,413,1492,4.0,961518975
52648,343,8407,5.0,1420495291
36987,248,6913,3.5,1355366501
79624,494,4799,4.5,1458636189
25950,179,224,4.5,1270237876
33674,228,20,4.0,836942097
84627,544,965,5.0,1240358404
32816,221,7987,4.5,1391347579
35956,244,891,4.0,951182799
35468,238,3047,3.5,1221159005
95074,598,9467,2.5,1502815569
21610,139,4640,5.0,1071665077
43041,287,5150,3.5,1104171257
92080,595,8285,3.5,1535827238
46185,304,3880,3.0,1460303034
5982,41,620,3.0,996219440
93728,598,2822,3.0,1498521813
11600,67,8551,3.5,1526947636
57360,379,3057,5.0,1494804209
89599,579,4007,4.0,1167790700
86617,560,404,3.5,1491095379
10096,65,1045,5.0,1093747757
37469,250,9300,5.0,1470677300
5000,31,630,4.0,856736290
32821,221,8012,3.0,1391349234
34596,231,6480,3.5,1218167101
40667,274,900,4.0,1049077263
31086,216,914,3.0,956194704
9546,63,898,4.5,1161520498
16146,103,5150,4.0,1292699503
51845,335,140,4.0,1120568038
91156,589,5901,4.0,1266472415
52759,345,929,4.5,1094650654
23290,159,474,5.0,971113438
17920,111,97,3.5,1442535826
83420,528,224,5.0,855583422
8258,56,1070,4.0,965798898
24569,168,4683,3.5,1073179957
58863,382,685,4.0,943571272
86973,560,6753,3.0,1491091458
63027,413,1586,3.0,961516249
95691,599,3774,2.0,1237760206
29068,199,2325,4.0,1229888156
35233,236,4013,3.5,1410632220
86193,559,1374,4.0,1469652695
19402,124,7212,2.0,1474414479
70926,452,1080,5.0,1005967347
75217,474,968,5.0,1498031521
67776,437,1915,3.0,1105649930
28327,196,1294,3.0,947461910
56751,376,4116,4.0,1340344298
85665,554,1879,2.0,978842149
86964,560,6540,2.0,1491092982
45550,300,398,4.0,1211378193
45267,297,7415,0.5,1447517753
69370,447,3393,5.0,1019131273
75726,476,2578,4.0,1201159748
70096,447,8036,2.0,1393782241
25414,176,4788,3.0,1435525213
29653,201,1857,3.0,974923239
36102,245,6045,4.0,1354133736
65604,420,895,4.0,1311494748
64275,413,4893,3.5,1105040528
9615,63,1392,3.0,1161566464
37696,254,1251,5.0,1005717340
18507,116,780,4.0,844163734
5970,41,510,5.0,996217838
22168,146,1712,2.5,1203267708
23374,159,1008,5.0,971114462
1880,17,989,4.0,1455059809
63508,413,2825,2.0,1011208551
44984,297,5245,2.5,1447598278
47601,306,6236,2.5,1186173832
24154,166,2543,3.5,1154718990
40668,274,906,3.0,1049078088
48771,315,2255,3.0,1111493652
86124,559,0,3.0,1469653413
18701,118,8395,4.0,1463949118
15345,99,702,4.0,1100184140
53037,349,577,3.0,864941017
4158,26,1907,3.0,965151214
39469,273,1062,2.5,1171491440
87857,566,4223,0.5,1525289867
13312,83,925,4.0,858772153
75625,476,1528,4.0,1200939168
74373,473,3609,4.0,1046871225
53239,351,1287,3.0,1493673806
79990,499,3097,4.0,1005527682
62473,413,358,2.0,1073679985
81766,516,3635,3.5,1487953149
29098,199,2999,4.5,1229888045
89438,579,1157,4.5,1167791482
39961,273,3689,2.0,1197187880
42557,287,1773,1.0,975692824
87326,562,618,4.0,1441846374
18473,116,520,3.0,844163511
27619,186,1370,1.0,1161849126
56292,371,914,5.0,874417086
65602,420,836,4.0,1311494331
9050,61,8132,4.0,1523788935
82524,523,328,3.0,851609083
54813,361,4354,4.0,1530639794
82883,524,4926,4.0,1476476525
17897,110,9644,2.5,1517440686
29379,201,1,4.0,974923336
53559,352,313,2.0,831940569
66617,427,3949,3.0,1111523674
16592,104,6191,4.0,1446573639
60104,386,5135,3.5,1130560456
99285,607,3520,3.0,1117408491
12385,76,899,5.0,1535107476
35639,239,296,5.0,849122897
79378,491,646,4.0,863976674
76665,479,3167,3.0,1179165350
12409,76,6693,5.0,1535107519
10194,65,2407,4.0,1093748064
79611,494,4136,4.0,1458637139
44186,293,1475,4.0,966595844
65980,424,906,3.0,1085477836
59183,385,133,3.0,842610344
90259,586,31,5.0,953141417
27078,182,659,3.0,992331344
52227,338,6590,4.0,1460346414
82312,521,4292,4.0,1325711214
85690,554,1987,3.0,978823527
60664,390,2066,4.0,1032648752
26457,181,1706,4.0,1055151632
83535,532,0,5.0,1424753740
60171,386,5955,3.5,1162717581
75938,476,6239,4.5,1266816583
93688,598,2654,2.5,1498517289
79063,488,6770,0.5,1333658164
55962,368,3347,2.5,1237082247
12053,73,1217,4.5,1207502523
67079,432,9553,1.5,1506823913
12691,79,7870,5.0,1377308255
16432,104,4013,4.0,1446573415
54973,364,4153,5.0,1488333548
40709,274,1145,5.0,1049076555
54645,359,1307,5.0,884997768
86770,560,1986,4.0,1491092247
45054,297,6191,0.5,1447598422
66275,425,7647,4.0,1451080582
92714,598,186,2.0,1498510964
49578,317,7118,4.0,1413646177
78805,488,2449,3.0,1333232795
6486,44,46,5.0,951756750
61194,399,7355,5.0,1498870346
52117,338,3136,4.5,1460868616
87893,566,6192,2.0,1525288510
71174,453,2144,5.0,1279480578
86736,560,1703,4.0,1491091960
94658,598,6689,2.5,1498517213
82348,521,6693,5.0,1253343490
63328,413,2355,4.0,965742623
5609,39,260,5.0,832059012
63510,413,2829,4.0,983815886
34503,231,6192,3.5,1165732766
37744,255,899,5.0,1446579702
76010,476,7137,4.5,1300568809
30432,211,7876,4.5,1490115480
70404,447,8959,3.5,1443733663
13541,87,6517,4.5,1331421792
82551,523,546,3.0,851608466
97405,605,195,3.5,1171762349
93187,598,1251,2.5,1498517424
50508,325,3086,4.5,1322250534
43497,291,97,2.5,1265679516
34281,231,4932,3.0,1218167483
91007,589,3212,3.0,1258428933
96163,602,224,4.0,953926816
26657,181,2713,0.5,1075859328
76349,479,810,4.0,1179179353
66097,424,2962,3.0,1085490856
45541,300,253,2.5,1211378355
34898,232,8946,2.0,1529333199
96937,602,2709,4.0,963176570
64977,413,9577,3.0,1527977909
31407,216,2220,2.0,956194790
89954,583,302,1.0,834987064
24633,169,509,3.0,840380827
22249,148,910,4.0,902084798
58172,380,899,4.0,1164383449
61949,409,2300,2.0,990910776
33451,225,4607,3.5,1159485354
55601,367,1258,3.0,971275562
23758,162,1332,2.0,894217548
77518,482,2110,3.5,1215897525
66632,427,4354,2.0,1111524666
11307,67,6294,4.5,1198454548
96652,602,1812,3.0,963176362
7521,50,1193,1.0,1230930464
86247,559,2802,3.5,1469654097
75128,473,6196,3.0,1165540175
83616,533,622,3.0,1465036540
44805,297,3282,1.0,1449592082
29897,203,7359,0.5,1327181164
62021,410,46,3.0,835532221
96576,602,1496,4.0,953927858
55703,367,1906,2.0,971274067
34678,231,6901,2.5,1287619381
70966,452,1397,5.0,1005968006
77293,482,426,3.0,1215898471
57708,379,6134,4.0,1493419814
81715,516,2211,3.0,1487957556
15165,97,907,4.0,1532458353
92545,596,2035,3.0,941814564
37980,259,127,4.5,1109408656
66127,424,3986,4.0,1106483532
91884,595,2824,2.5,1535708500
27352,185,767,4.0,1031087641
19368,124,6743,4.0,1474424744
46751,306,62,3.5,1186161936
53788,353,5880,4.0,1200870775
86543,559,8272,4.0,1469648578
35564,238,6480,4.5,1221159163
58696,381,4930,3.5,1515172672
72741,468,1718,4.0,965335888
1543,14,8180,3.5,1510573234
48720,314,907,5.0,939919421
95405,599,1547,3.5,1237714669
45890,303,1242,4.0,896045740
77464,482,1686,3.0,1181495171
70028,447,7835,1.5,1378653084
13444,85,3573,4.0,1344204970
84446,541,1913,3.5,1163388766
5695,40,1231,2.0,1458939146
74741,473,4744,2.5,1087832377
6010,41,898,5.0,996258052
99612,609,902,5.0,1479542951
52425,340,3282,4.0,1487285091
501,3,3147,5.0,986848685
45716,302,2632,5.0,1053303217
76343,479,705,5.0,1179160094
37995,259,685,4.5,1109410827
64567,413,6314,4.5,1163775795
75403,475,378,3.0,835021420
39798,273,2696,2.0,1171491817
84222,537,1939,3.5,1307846099
20979,138,5319,1.5,1453925036
28001,190,371,1.0,829760897
27223,183,9444,4.5,1537109117
32516,220,4420,4.5,1111178336
96843,602,2398,3.0,963176178
27557,186,347,4.5,1161954627
54333,356,2030,3.5,1348612165
38117,259,5190,3.0,1109408696
79211,489,7339,3.0,1324373360
11486,67,7081,3.5,1346109885
43988,293,240,1.0,966596695
81564,516,455,1.5,1492339043
